origin_city,destination_city,distance_km,vehicle_type,order_date,order_hour,weekday,weather,temperature,traffic_level,delivery_time_hours
samarkand,namangan,527.4,pickup,2025-11-27,4,thursday,mist,4.7,low,7.19
samarkand,namangan,527.4,pickup,2025-11-28,18,friday,mist,7.2,medium,9.42
samarkand,namangan,527.4,car,2026-01-05,22,monday,mist,7.2,low,6.59
samarkand,namangan,527.4,motorcycle,2025-11-24,7,monday,mist,4.7,medium,10.47
samarkand,namangan,527.4,van,2025-11-28,5,friday,mist,4.7,low,7.39
samarkand,namangan,527.4,car,2025-12-25,1,thursday,mist,7.2,low,6.68
samarkand,namangan,527.4,motorcycle,2025-11-16,0,sunday,mist,7.2,low,7.81
samarkand,namangan,527.4,pickup,2025-12-10,13,wednesday,mist,4.7,low,6.98
samarkand,namangan,527.4,car,2025-11-11,1,tuesday,clouds,7.2,low,7.14
samarkand,namangan,527.4,van,2025-12-15,10,monday,clouds,7.2,low,8.37
samarkand,namangan,527.4,car,2025-12-31,9,wednesday,clouds,4.7,medium,9.53
samarkand,namangan,527.4,car,2025-11-19,14,wednesday,clouds,4.7,low,6.95
samarkand,namangan,527.4,van,2025-12-12,12,friday,mist,7.2,low,7.18
samarkand,namangan,527.4,van,2025-11-14,20,friday,clouds,7.2,low,8.06
samarkand,namangan,527.4,pickup,2025-12-21,19,sunday,clouds,7.2,medium,9.84
samarkand,namangan,527.4,motorcycle,2025-11-24,9,monday,clouds,7.2,medium,11.2
samarkand,namangan,527.4,pickup,2025-11-27,14,thursday,clouds,4.7,low,8.02
samarkand,namangan,527.4,truck,2025-12-29,18,monday,mist,7.2,medium,11.68
samarkand,namangan,527.4,pickup,2025-11-29,21,saturday,mist,7.2,low,7.07
samarkand,namangan,527.4,pickup,2025-12-14,14,sunday,clouds,7.2,low,7.66
samarkand,namangan,527.4,pickup,2025-11-29,9,saturday,clouds,4.7,medium,10.37
samarkand,namangan,527.4,pickup,2025-11-10,16,monday,clouds,7.2,low,7.98
samarkand,namangan,527.4,truck,2025-11-06,23,thursday,mist,7.2,low,8.96
samarkand,namangan,527.4,pickup,2025-12-13,16,saturday,clouds,4.7,low,7.83
samarkand,namangan,527.4,motorcycle,2025-12-02,21,tuesday,mist,7.2,low,8.27
samarkand,namangan,527.4,motorcycle,2025-11-08,19,saturday,mist,4.7,medium,10.62
samarkand,namangan,527.4,truck,2025-12-08,21,monday,clouds,7.2,low,9.33
samarkand,namangan,527.4,motorcycle,2025-12-06,0,saturday,mist,4.7,low,8.1
samarkand,namangan,527.4,motorcycle,2025-12-07,21,sunday,clouds,7.2,low,8.98
samarkand,namangan,527.4,car,2026-01-05,11,monday,clouds,4.7,low,7.08
samarkand,namangan,527.4,car,2025-11-14,9,friday,clouds,7.2,medium,9.17
samarkand,namangan,527.4,pickup,2025-12-08,15,monday,mist,7.2,low,6.88
samarkand,namangan,527.4,van,2025-11-25,8,tuesday,clouds,4.7,medium,10.93
samarkand,namangan,527.4,truck,2025-11-22,17,saturday,mist,4.7,medium,11.75
samarkand,namangan,527.4,truck,2025-12-19,17,friday,mist,7.2,medium,10.97
samarkand,namangan,527.4,motorcycle,2025-11-21,12,friday,clouds,4.7,low,8.84
samarkand,namangan,527.4,van,2025-12-01,15,monday,mist,7.2,low,7.62
samarkand,namangan,527.4,van,2025-11-12,1,wednesday,clouds,4.7,low,8.07
samarkand,namangan,527.4,pickup,2025-12-29,2,monday,clouds,4.7,low,7.92
samarkand,namangan,527.4,car,2025-12-30,20,tuesday,clouds,4.7,low,6.93
samarkand,namangan,527.4,van,2025-11-13,16,thursday,mist,7.2,low,7.69
samarkand,namangan,527.4,pickup,2025-12-19,7,friday,mist,4.7,medium,9.36
samarkand,namangan,527.4,pickup,2025-12-12,1,friday,clouds,7.2,low,7.38
samarkand,namangan,527.4,van,2025-12-21,16,sunday,mist,4.7,low,7.65
samarkand,namangan,527.4,pickup,2025-12-21,3,sunday,mist,4.7,low,6.87
samarkand,namangan,527.4,motorcycle,2025-12-25,13,thursday,clouds,7.2,low,9.17
samarkand,namangan,527.4,motorcycle,2025-11-13,8,thursday,clouds,4.7,medium,11.13
samarkand,namangan,527.4,car,2025-11-28,10,friday,clouds,4.7,low,7.17
samarkand,namangan,527.4,car,2025-12-17,21,wednesday,clouds,4.7,low,6.95
samarkand,namangan,527.4,pickup,2025-12-13,17,saturday,mist,4.7,medium,9.01
samarkand,namangan,527.4,car,2025-11-22,18,saturday,clouds,4.7,medium,9.03
samarkand,namangan,527.4,car,2025-11-19,1,wednesday,mist,7.2,low,6.75
samarkand,namangan,527.4,motorcycle,2025-12-13,2,saturday,clouds,4.7,low,9.14
samarkand,namangan,527.4,truck,2025-11-24,8,monday,clouds,7.2,medium,13.01
samarkand,namangan,527.4,van,2025-11-18,7,tuesday,clouds,7.2,medium,10.81
samarkand,namangan,527.4,motorcycle,2025-11-07,19,friday,clouds,4.7,medium,11.67
samarkand,namangan,527.4,truck,2025-12-04,2,thursday,mist,7.2,low,9.09
samarkand,namangan,527.4,truck,2025-12-13,2,saturday,mist,7.2,low,8.53
samarkand,namangan,527.4,motorcycle,2025-11-21,22,friday,mist,4.7,low,8.32
samarkand,namangan,527.4,van,2025-11-25,13,tuesday,clouds,7.2,low,8.1
samarkand,namangan,527.4,van,2025-12-06,0,saturday,mist,7.2,low,7.72
samarkand,namangan,527.4,pickup,2025-11-13,21,thursday,mist,7.2,low,6.92
samarkand,namangan,527.4,van,2025-11-22,19,saturday,mist,7.2,medium,10.03
samarkand,namangan,527.4,pickup,2025-12-31,4,wednesday,clouds,4.7,low,7.96
samarkand,namangan,527.4,van,2025-12-23,15,tuesday,mist,4.7,low,7.18
samarkand,namangan,527.4,pickup,2025-11-26,16,wednesday,mist,4.7,low,6.92
samarkand,namangan,527.4,car,2025-12-20,0,saturday,mist,7.2,low,6.6
samarkand,namangan,527.4,pickup,2025-11-24,19,monday,mist,4.7,medium,9.43
samarkand,namangan,527.4,truck,2025-12-19,10,friday,mist,4.7,low,8.74
samarkand,namangan,527.4,van,2026-01-01,13,thursday,mist,7.2,low,7.3
samarkand,namangan,527.4,van,2025-11-10,22,monday,mist,4.7,low,7.79
samarkand,namangan,527.4,pickup,2025-12-07,22,sunday,clouds,4.7,low,7.91
samarkand,namangan,527.4,truck,2025-11-27,9,thursday,clouds,4.7,medium,12.56
samarkand,namangan,527.4,truck,2025-11-11,3,tuesday,clouds,4.7,low,9.87
samarkand,namangan,527.4,motorcycle,2025-12-20,0,saturday,clouds,7.2,low,8.95
samarkand,namangan,527.4,van,2025-12-19,10,friday,clouds,4.7,low,7.93
samarkand,namangan,527.4,van,2025-12-28,21,sunday,clouds,7.2,low,8.16
samarkand,namangan,527.4,motorcycle,2025-12-29,0,monday,mist,7.2,low,7.71
samarkand,namangan,527.4,truck,2025-11-27,17,thursday,mist,7.2,medium,10.91
samarkand,namangan,527.4,motorcycle,2025-12-17,10,wednesday,clouds,7.2,low,9.28
samarkand,namangan,527.4,pickup,2025-12-30,22,tuesday,mist,4.7,low,7.13
samarkand,namangan,527.4,pickup,2025-12-07,8,sunday,clouds,7.2,medium,9.71
samarkand,namangan,527.4,motorcycle,2025-11-19,19,wednesday,clouds,7.2,medium,11.35
samarkand,namangan,527.4,truck,2025-11-10,23,monday,clouds,4.7,low,9.77
samarkand,namangan,527.4,van,2025-12-25,17,thursday,mist,7.2,medium,9.86
samarkand,namangan,527.4,pickup,2025-12-08,8,monday,clouds,7.2,medium,9.68
samarkand,namangan,527.4,motorcycle,2025-12-02,6,tuesday,mist,4.7,low,8.18
samarkand,namangan,527.4,motorcycle,2025-12-23,8,tuesday,mist,4.7,medium,10.92
samarkand,namangan,527.4,van,2025-12-23,13,tuesday,clouds,4.7,low,8.1
samarkand,namangan,527.4,truck,2025-11-26,23,wednesday,mist,4.7,low,9.13
samarkand,namangan,527.4,motorcycle,2025-12-29,1,monday,clouds,7.2,low,9.29
samarkand,namangan,527.4,motorcycle,2025-11-13,16,thursday,clouds,4.7,low,9.18
samarkand,namangan,527.4,car,2025-11-24,11,monday,mist,4.7,low,6.55
samarkand,namangan,527.4,motorcycle,2025-11-21,23,friday,clouds,4.7,low,8.81
samarkand,namangan,527.4,motorcycle,2025-12-05,3,friday,clouds,7.2,low,8.54
samarkand,namangan,527.4,pickup,2025-11-20,5,thursday,mist,4.7,low,6.72
samarkand,namangan,527.4,van,2025-12-25,12,thursday,clouds,4.7,low,8.07
samarkand,namangan,527.4,van,2025-11-15,23,saturday,clouds,4.7,low,8.41
samarkand,namangan,527.4,car,2025-12-12,5,friday,mist,7.2,low,6.32
samarkand,namangan,527.4,truck,2025-11-26,12,wednesday,clouds,7.2,low,9.4
samarkand,namangan,527.4,pickup,2025-12-23,7,tuesday,clouds,7.2,medium,10.31
samarkand,namangan,527.4,pickup,2026-01-01,11,thursday,mist,7.2,low,6.74
samarkand,namangan,527.4,car,2025-11-27,22,thursday,mist,4.7,low,6.91
samarkand,namangan,527.4,pickup,2026-01-01,0,thursday,mist,4.7,low,7.09
samarkand,namangan,527.4,truck,2026-01-03,3,saturday,mist,7.2,low,9.15
samarkand,namangan,527.4,motorcycle,2025-12-01,6,monday,mist,4.7,low,7.74
samarkand,namangan,527.4,motorcycle,2025-12-14,10,sunday,clouds,4.7,low,8.5
samarkand,namangan,527.4,van,2025-12-01,1,monday,mist,4.7,low,7.83
samarkand,namangan,527.4,pickup,2025-11-18,15,tuesday,clouds,4.7,low,7.42
samarkand,namangan,527.4,van,2025-11-25,21,tuesday,clouds,4.7,low,8.01
samarkand,namangan,527.4,truck,2025-12-03,7,wednesday,mist,4.7,medium,11.43
samarkand,namangan,527.4,truck,2025-11-07,6,friday,mist,4.7,low,8.81
samarkand,namangan,527.4,truck,2025-12-06,15,saturday,clouds,7.2,low,9.83
samarkand,namangan,527.4,pickup,2025-11-16,17,sunday,clouds,7.2,medium,10.12
samarkand,namangan,527.4,van,2025-12-19,10,friday,mist,7.2,low,7.16
samarkand,namangan,527.4,truck,2025-11-18,8,tuesday,clouds,7.2,medium,12.23
samarkand,namangan,527.4,car,2026-01-04,18,sunday,clouds,4.7,medium,9.34
samarkand,namangan,527.4,truck,2025-11-18,0,tuesday,mist,4.7,low,8.7
samarkand,namangan,527.4,motorcycle,2025-11-30,17,sunday,clouds,4.7,medium,11.06
samarkand,namangan,527.4,motorcycle,2025-11-09,21,sunday,mist,7.2,low,8.48
samarkand,namangan,527.4,van,2025-12-07,8,sunday,mist,4.7,medium,10.09
samarkand,namangan,527.4,pickup,2025-12-28,19,sunday,clouds,7.2,medium,10.23
samarkand,namangan,527.4,truck,2025-12-13,11,saturday,clouds,7.2,low,9.54
samarkand,namangan,527.4,pickup,2025-11-19,5,wednesday,clouds,4.7,low,7.88
samarkand,namangan,527.4,pickup,2026-01-05,10,monday,mist,7.2,low,6.83
samarkand,namangan,527.4,car,2025-12-18,17,thursday,mist,4.7,medium,8.5
samarkand,namangan,527.4,van,2025-11-12,12,wednesday,clouds,4.7,low,8.08
samarkand,namangan,527.4,truck,2025-11-25,23,tuesday,clouds,7.2,low,9.53
samarkand,namangan,527.4,truck,2025-11-26,18,wednesday,clouds,4.7,medium,12.5
samarkand,namangan,527.4,van,2025-11-25,12,tuesday,mist,7.2,low,7.48
samarkand,namangan,527.4,pickup,2025-12-07,13,sunday,clouds,4.7,low,7.86
samarkand,namangan,527.4,van,2025-12-28,5,sunday,clouds,4.7,low,8.36
samarkand,namangan,527.4,motorcycle,2025-12-10,14,wednesday,clouds,4.7,low,9.28
samarkand,namangan,527.4,car,2025-12-20,9,saturday,clouds,7.2,medium,9.61
samarkand,namangan,527.4,pickup,2026-01-02,9,friday,mist,7.2,medium,8.94
samarkand,namangan,527.4,motorcycle,2025-11-12,8,wednesday,mist,7.2,medium,10.51
samarkand,namangan,527.4,pickup,2025-12-15,4,monday,mist,7.2,low,7.13
samarkand,namangan,527.4,truck,2025-12-03,16,wednesday,mist,4.7,low,9.12
samarkand,namangan,527.4,van,2025-12-02,13,tuesday,mist,7.2,low,7.83
samarkand,namangan,527.4,van,2025-12-09,4,tuesday,clouds,4.7,low,8.33
samarkand,namangan,527.4,truck,2025-12-31,14,wednesday,clouds,7.2,low,9.71
samarkand,namangan,527.4,car,2025-12-03,23,wednesday,clouds,7.2,low,7.2
samarkand,namangan,527.4,truck,2025-11-15,2,saturday,mist,7.2,low,9.05
samarkand,namangan,527.4,truck,2025-12-05,21,friday,clouds,7.2,low,9.64
samarkand,namangan,527.4,car,2026-01-05,1,monday,mist,4.7,low,6.74
samarkand,namangan,527.4,pickup,2025-11-27,14,thursday,clouds,4.7,low,7.99
samarkand,namangan,527.4,motorcycle,2025-12-26,8,friday,mist,7.2,medium,10.31
samarkand,namangan,527.4,truck,2025-12-20,0,saturday,mist,4.7,low,8.95
samarkand,namangan,527.4,car,2025-12-08,4,monday,mist,7.2,low,6.47
samarkand,namangan,527.4,truck,2025-12-11,18,thursday,mist,4.7,medium,10.97
samarkand,namangan,527.4,truck,2025-12-10,6,wednesday,clouds,7.2,low,9.38
samarkand,namangan,527.4,truck,2025-11-24,12,monday,clouds,7.2,low,9.75
samarkand,namangan,527.4,motorcycle,2025-12-03,23,wednesday,mist,4.7,low,7.91
samarkand,namangan,527.4,pickup,2025-11-11,0,tuesday,clouds,7.2,low,7.45
samarkand,namangan,527.4,truck,2025-12-06,22,saturday,mist,7.2,low,8.68
samarkand,namangan,527.4,pickup,2025-12-07,20,sunday,mist,4.7,low,7.31
samarkand,namangan,527.4,pickup,2025-12-13,13,saturday,clouds,4.7,low,7.98
samarkand,namangan,527.4,car,2025-11-10,22,monday,mist,4.7,low,6.46
samarkand,namangan,527.4,pickup,2025-12-02,16,tuesday,mist,7.2,low,6.77
samarkand,namangan,527.4,car,2026-01-05,10,monday,clouds,7.2,low,7.46
samarkand,namangan,527.4,motorcycle,2025-12-02,12,tuesday,clouds,7.2,low,8.7
samarkand,namangan,527.4,pickup,2025-11-21,0,friday,mist,7.2,low,6.77
samarkand,namangan,527.4,pickup,2025-11-25,22,tuesday,clouds,7.2,low,7.96
samarkand,namangan,527.4,motorcycle,2025-11-20,15,thursday,clouds,4.7,low,9.36
samarkand,namangan,527.4,pickup,2025-12-03,18,wednesday,clouds,7.2,medium,9.93
samarkand,namangan,527.4,van,2025-12-25,3,thursday,mist,7.2,low,7.69
samarkand,namangan,527.4,truck,2025-12-24,18,wednesday,mist,4.7,medium,11.54
samarkand,namangan,527.4,van,2025-12-30,8,tuesday,clouds,4.7,medium,10.67
samarkand,namangan,527.4,pickup,2026-01-05,16,monday,mist,4.7,low,6.83
samarkand,namangan,527.4,car,2025-12-24,8,wednesday,mist,7.2,medium,8.8
samarkand,namangan,527.4,van,2025-11-12,20,wednesday,mist,4.7,low,7.56
samarkand,namangan,527.4,van,2025-11-28,5,friday,clouds,7.2,low,8.37
samarkand,namangan,527.4,motorcycle,2025-12-04,3,thursday,mist,7.2,low,8.36
samarkand,namangan,527.4,pickup,2025-12-08,15,monday,mist,7.2,low,7.19
samarkand,namangan,527.4,truck,2025-12-23,21,tuesday,clouds,7.2,low,9.37
samarkand,namangan,527.4,car,2025-11-13,9,thursday,clouds,7.2,medium,9.09
samarkand,namangan,527.4,truck,2025-11-08,0,saturday,clouds,7.2,low,9.98
samarkand,namangan,527.4,car,2025-11-20,22,thursday,clouds,4.7,low,7.47
samarkand,namangan,527.4,motorcycle,2025-12-26,22,friday,mist,7.2,low,8.24
samarkand,namangan,527.4,motorcycle,2025-12-21,3,sunday,clouds,4.7,low,9.25
samarkand,namangan,527.4,car,2025-12-08,6,monday,clouds,7.2,low,7.35
samarkand,namangan,527.4,motorcycle,2025-12-18,1,thursday,mist,4.7,low,8.08
samarkand,namangan,527.4,van,2025-11-24,13,monday,clouds,4.7,low,8.12
samarkand,namangan,527.4,car,2025-11-17,15,monday,clouds,7.2,low,7.1
samarkand,namangan,527.4,van,2025-12-24,1,wednesday,mist,7.2,low,7.39
samarkand,namangan,527.4,pickup,2026-01-04,5,sunday,clouds,7.2,low,7.84
samarkand,namangan,527.4,truck,2025-12-04,2,thursday,clouds,7.2,low,9.79
samarkand,namangan,527.4,truck,2025-11-18,2,tuesday,mist,7.2,low,8.89
samarkand,namangan,527.4,motorcycle,2025-11-07,15,friday,clouds,7.2,low,8.55
samarkand,namangan,527.4,van,2025-12-31,11,wednesday,clouds,7.2,low,8.35
samarkand,namangan,527.4,car,2025-12-31,2,wednesday,clouds,7.2,low,7.16
samarkand,namangan,527.4,truck,2025-11-09,7,sunday,mist,4.7,medium,11.63
samarkand,namangan,527.4,car,2025-12-26,0,friday,mist,7.2,low,6.91
samarkand,namangan,527.4,motorcycle,2025-12-19,4,friday,clouds,4.7,low,9.29
samarkand,namangan,527.4,car,2025-12-31,18,wednesday,clouds,7.2,medium,8.96
samarkand,namangan,527.4,motorcycle,2026-01-05,15,monday,mist,4.7,low,8.39
samarkand,namangan,527.4,pickup,2025-11-27,19,thursday,clouds,7.2,medium,9.97
samarkand,namangan,527.4,truck,2025-12-10,15,wednesday,mist,4.7,low,9.11
samarkand,namangan,527.4,motorcycle,2025-12-27,11,saturday,clouds,4.7,low,9.19
samarkand,namangan,527.4,motorcycle,2025-12-28,8,sunday,clouds,4.7,medium,11.27
samarkand,namangan,527.4,car,2025-11-15,3,saturday,mist,4.7,low,6.28
samarkand,namangan,527.4,motorcycle,2025-11-21,23,friday,mist,7.2,low,8.28
samarkand,namangan,527.4,car,2026-01-04,16,sunday,clouds,7.2,low,7.04
samarkand,namangan,527.4,motorcycle,2025-11-06,16,thursday,clouds,4.7,low,8.5
samarkand,namangan,527.4,car,2025-11-22,16,saturday,mist,7.2,low,6.32
samarkand,namangan,527.4,pickup,2025-12-26,23,friday,clouds,7.2,low,7.88
samarkand,namangan,527.4,motorcycle,2025-11-25,14,tuesday,mist,7.2,low,8.06
samarkand,namangan,527.4,van,2026-01-03,6,saturday,mist,7.2,low,7.23
samarkand,namangan,527.4,car,2025-11-19,19,wednesday,clouds,4.7,medium,9.58
samarkand,namangan,527.4,truck,2025-12-08,1,monday,mist,7.2,low,8.41
samarkand,namangan,527.4,van,2025-11-24,15,monday,mist,4.7,low,7.26
samarkand,namangan,527.4,pickup,2025-12-17,9,wednesday,clouds,4.7,medium,10.24
samarkand,namangan,527.4,motorcycle,2025-12-06,22,saturday,mist,7.2,low,8.05
samarkand,namangan,527.4,motorcycle,2025-12-27,20,saturday,clouds,4.7,low,8.8
samarkand,namangan,527.4,truck,2025-12-27,16,saturday,clouds,4.7,low,9.44
samarkand,namangan,527.4,motorcycle,2025-12-09,16,tuesday,clouds,4.7,low,8.96
samarkand,namangan,527.4,truck,2025-12-22,0,monday,clouds,7.2,low,10.15
samarkand,namangan,527.4,motorcycle,2025-11-10,19,monday,mist,4.7,medium,10.68
samarkand,namangan,527.4,pickup,2025-12-11,11,thursday,mist,4.7,low,6.88
samarkand,namangan,527.4,car,2025-11-10,22,monday,clouds,4.7,low,7.53
samarkand,namangan,527.4,pickup,2025-12-05,18,friday,mist,7.2,medium,9.11
samarkand,namangan,527.4,truck,2025-11-19,0,wednesday,clouds,4.7,low,9.53
samarkand,namangan,527.4,truck,2025-11-13,11,thursday,clouds,7.2,low,9.65
samarkand,namangan,527.4,car,2025-12-03,15,wednesday,clouds,7.2,low,6.96
samarkand,namangan,527.4,truck,2025-12-31,3,wednesday,clouds,7.2,low,9.3
samarkand,namangan,527.4,car,2025-12-12,6,friday,mist,4.7,low,6.58
samarkand,namangan,527.4,motorcycle,2025-12-27,20,saturday,clouds,4.7,low,8.6
samarkand,namangan,527.4,van,2025-12-10,22,wednesday,mist,4.7,low,7.68
samarkand,namangan,527.4,van,2025-12-04,9,thursday,clouds,4.7,medium,10.37
samarkand,namangan,527.4,van,2025-11-08,23,saturday,clouds,7.2,low,7.92
samarkand,namangan,527.4,van,2025-12-13,10,saturday,mist,4.7,low,7.41
samarkand,namangan,527.4,van,2025-12-31,3,wednesday,mist,4.7,low,7.39
samarkand,namangan,527.4,van,2025-12-18,16,thursday,clouds,7.2,low,8.49
samarkand,namangan,527.4,van,2025-11-12,21,wednesday,mist,7.2,low,7.36
samarkand,namangan,527.4,truck,2026-01-04,14,sunday,mist,7.2,low,8.54
samarkand,namangan,527.4,pickup,2025-11-20,20,thursday,clouds,7.2,low,7.69
samarkand,namangan,527.4,truck,2025-11-27,17,thursday,mist,4.7,medium,11.22
samarkand,namangan,527.4,truck,2025-11-26,22,wednesday,clouds,7.2,low,9.35
samarkand,namangan,527.4,pickup,2025-11-14,19,friday,mist,7.2,medium,9.02
samarkand,namangan,527.4,pickup,2025-12-15,3,monday,mist,7.2,low,7.27
samarkand,namangan,527.4,van,2025-12-04,19,thursday,mist,7.2,medium,9.77
samarkand,namangan,527.4,pickup,2025-11-19,7,wednesday,clouds,7.2,medium,10.5
samarkand,namangan,527.4,car,2026-01-01,20,thursday,clouds,7.2,low,7.38
samarkand,namangan,527.4,van,2025-12-08,16,monday,mist,4.7,low,7.36
samarkand,namangan,527.4,pickup,2026-01-01,15,thursday,mist,4.7,low,7.15
samarkand,namangan,527.4,car,2025-11-16,9,sunday,clouds,7.2,medium,8.97
samarkand,namangan,527.4,pickup,2025-12-20,22,saturday,clouds,7.2,low,7.7
samarkand,namangan,527.4,car,2026-01-01,3,thursday,clouds,4.7,low,6.95
samarkand,namangan,527.4,pickup,2025-11-14,4,friday,clouds,4.7,low,7.56
samarkand,namangan,527.4,truck,2025-12-24,12,wednesday,mist,7.2,low,8.69
samarkand,namangan,527.4,pickup,2025-11-29,4,saturday,clouds,4.7,low,7.47
samarkand,namangan,527.4,motorcycle,2025-12-25,21,thursday,mist,4.7,low,8.39
samarkand,namangan,527.4,pickup,2025-12-10,21,wednesday,clouds,7.2,low,8.08
samarkand,namangan,527.4,truck,2025-11-18,17,tuesday,mist,4.7,medium,11.22
samarkand,namangan,527.4,car,2025-12-27,7,saturday,clouds,4.7,medium,9.22
samarkand,namangan,527.4,motorcycle,2025-12-16,0,tuesday,mist,4.7,low,8.33
samarkand,namangan,527.4,van,2025-12-31,22,wednesday,clouds,7.2,low,7.88
samarkand,namangan,527.4,truck,2025-11-07,9,friday,mist,4.7,medium,11.81
samarkand,namangan,527.4,pickup,2026-01-01,14,thursday,clouds,7.2,low,8.07
samarkand,namangan,527.4,truck,2025-12-24,6,wednesday,clouds,7.2,low,9.33
samarkand,namangan,527.4,pickup,2025-11-25,13,tuesday,mist,7.2,low,7.2
samarkand,namangan,527.4,van,2025-12-11,4,thursday,clouds,7.2,low,8.39
samarkand,namangan,527.4,pickup,2025-11-20,16,thursday,mist,7.2,low,6.92
samarkand,namangan,527.4,motorcycle,2025-12-27,15,saturday,clouds,7.2,low,9.08
samarkand,namangan,527.4,van,2025-11-11,4,tuesday,clouds,7.2,low,7.91
samarkand,namangan,527.4,pickup,2025-12-08,22,monday,mist,4.7,low,6.79
samarkand,namangan,527.4,pickup,2026-01-05,16,monday,clouds,7.2,low,7.75
samarkand,namangan,527.4,pickup,2025-11-13,12,thursday,clouds,4.7,low,7.96
samarkand,namangan,527.4,car,2025-12-26,21,friday,mist,4.7,low,6.55
samarkand,namangan,527.4,car,2025-11-11,20,tuesday,mist,7.2,low,6.4
samarkand,namangan,527.4,pickup,2025-11-17,4,monday,mist,7.2,low,7.26
samarkand,namangan,527.4,truck,2025-12-28,1,sunday,mist,7.2,low,8.72
samarkand,namangan,527.4,truck,2025-12-25,10,thursday,mist,7.2,low,9.03
samarkand,namangan,527.4,truck,2025-12-10,22,wednesday,mist,4.7,low,9.01
samarkand,namangan,527.4,pickup,2025-11-10,7,monday,clouds,7.2,medium,10.39
samarkand,namangan,527.4,pickup,2025-12-19,3,friday,clouds,7.2,low,7.83
samarkand,namangan,527.4,motorcycle,2025-12-06,1,saturday,mist,4.7,low,8.04
samarkand,namangan,527.4,car,2025-12-18,6,thursday,mist,7.2,low,6.88
samarkand,namangan,527.4,truck,2025-12-26,14,friday,mist,4.7,low,9.15
samarkand,namangan,527.4,motorcycle,2025-12-08,12,monday,mist,7.2,low,7.84
samarkand,namangan,527.4,van,2025-11-18,19,tuesday,clouds,7.2,medium,10.5
samarkand,namangan,527.4,van,2025-12-21,21,sunday,mist,7.2,low,7.8
samarkand,namangan,527.4,van,2026-01-03,2,saturday,mist,7.2,low,7.66
samarkand,namangan,527.4,pickup,2026-01-05,15,monday,mist,4.7,low,7.02
samarkand,namangan,527.4,van,2025-11-20,13,thursday,clouds,4.7,low,8.36
samarkand,namangan,527.4,truck,2025-12-24,22,wednesday,clouds,4.7,low,9.78
samarkand,namangan,527.4,truck,2025-11-23,7,sunday,mist,4.7,medium,11.1
samarkand,namangan,527.4,car,2025-12-23,22,tuesday,clouds,7.2,low,7.53
samarkand,namangan,527.4,motorcycle,2025-12-21,16,sunday,clouds,7.2,low,9.06
samarkand,namangan,527.4,van,2025-11-23,7,sunday,mist,4.7,medium,9.44
samarkand,namangan,527.4,truck,2026-01-05,18,monday,clouds,4.7,medium,12.76
samarkand,namangan,527.4,car,2025-12-26,20,friday,mist,4.7,low,6.6
samarkand,namangan,527.4,car,2025-11-14,8,friday,mist,4.7,medium,8.59
samarkand,namangan,527.4,motorcycle,2025-11-30,4,sunday,clouds,4.7,low,9.33
samarkand,namangan,527.4,pickup,2025-11-10,2,monday,mist,7.2,low,7.29
samarkand,namangan,527.4,van,2026-01-03,7,saturday,mist,4.7,medium,9.94
samarkand,namangan,527.4,truck,2025-11-20,2,thursday,clouds,4.7,low,10.11
samarkand,namangan,527.4,truck,2025-12-02,1,tuesday,mist,4.7,low,8.89
samarkand,namangan,527.4,van,2025-12-15,5,monday,mist,4.7,low,7.83
samarkand,namangan,527.4,truck,2025-11-26,4,wednesday,clouds,4.7,low,9.4
samarkand,namangan,527.4,car,2025-12-08,22,monday,clouds,7.2,low,7.22
samarkand,namangan,527.4,truck,2025-11-27,5,thursday,mist,7.2,low,9.07
samarkand,namangan,527.4,pickup,2025-12-21,19,sunday,mist,4.7,medium,9.11
samarkand,namangan,527.4,truck,2025-11-29,2,saturday,mist,4.7,low,9.08
samarkand,namangan,527.4,car,2025-12-30,13,tuesday,mist,7.2,low,6.48
samarkand,namangan,527.4,truck,2025-11-19,22,wednesday,mist,4.7,low,8.39
samarkand,namangan,527.4,motorcycle,2025-12-24,16,wednesday,clouds,7.2,low,9.06
samarkand,namangan,527.4,van,2025-12-22,4,monday,mist,4.7,low,7.34
samarkand,namangan,527.4,van,2025-11-22,16,saturday,mist,7.2,low,7.84
samarkand,namangan,527.4,motorcycle,2025-12-05,19,friday,mist,7.2,medium,10.84
samarkand,namangan,527.4,truck,2025-12-31,3,wednesday,clouds,7.2,low,9.26
samarkand,namangan,527.4,truck,2025-12-07,2,sunday,clouds,4.7,low,9.5
samarkand,namangan,527.4,van,2025-11-12,11,wednesday,clouds,7.2,low,8.42
samarkand,namangan,527.4,motorcycle,2025-11-10,11,monday,mist,7.2,low,8.44
samarkand,namangan,527.4,pickup,2025-11-15,21,saturday,clouds,4.7,low,7.75
samarkand,namangan,527.4,truck,2026-01-05,17,monday,clouds,4.7,medium,12.34
samarkand,namangan,527.4,car,2025-12-04,14,thursday,mist,7.2,low,6.63
samarkand,namangan,527.4,van,2025-11-19,0,wednesday,clouds,4.7,low,8.17
samarkand,namangan,527.4,pickup,2025-11-09,15,sunday,mist,7.2,low,7.31
samarkand,namangan,527.4,car,2025-11-17,7,monday,mist,4.7,medium,8.5
samarkand,namangan,527.4,motorcycle,2025-12-12,18,friday,mist,7.2,medium,10.65
samarkand,namangan,527.4,car,2025-11-26,18,wednesday,mist,7.2,medium,8.76
