expected_time_no_traffic,vehicle_distance_mismatch,vehicle_traffic_stress,distance_km,route_avg_distance,vehicle_time_efficiency,traffic_weather_risk,is_peak_hour,destination_city,operational_stress_index,route_id,route_frequency,delivery_time_hours,order_date,route_traffic_volatility,is_heavy_traffic_truck,traffic_level_low,traffic_level_medium,vehicle_type_car,vehicle_type_motorcycle,vehicle_type_pickup,vehicle_type_truck,vehicle_type_van,weather_clear,weather_clouds,weather_haze,weather_mist
7.534285714285714,0.4311717861205915,3.0,527.4,527.4,0.81,2.0,False,namangan,0.3761757679180887,samarkand_namangan,1555,10.5,2025-11-19,1.1874441879046187,0,0,1,0,0,1,0,0,False,True,False,False
7.945714285714287,0.4606256742179073,1.5,556.2,556.2,0.765,1.0,False,bukhara,0.3030438511326861,tashkent_bukhara,1555,8.46,2025-11-19,0.9756827402805001,0,1,0,0,0,1,0,0,False,True,False,False
12.31230769230769,0.625140572285393,1.8,800.3,800.3,0.8,1.0,False,andijan,0.3237710858428089,bukhara_andijan,1554,12.79,2025-11-19,1.414370293649205,0,1,0,0,0,0,0,1,False,True,False,False
12.31230769230769,0.625140572285393,1.8,800.3,800.3,0.99,2.0,False,andijan,0.3100210858428089,bukhara_andijan,1554,11.62,2025-11-19,1.414370293649205,0,1,0,0,0,0,0,1,False,False,False,True
4.752,1.0,3.0,356.4,356.3999999999999,0.54,4.0,True,andijan,0.56875,tashkent_andijan,1551,6.87,2025-11-19,0.7473060820189994,0,0,1,0,1,0,0,0,False,False,False,True
6.26,0.3153811045184846,1.5,438.2,438.2,0.9,2.0,False,termez,0.2448071656777726,bukhara_termez,1555,5.78,2025-11-19,0.7591338877765478,0,1,0,0,0,1,0,0,False,False,False,True
2.5,0.0,3.6,200.0,200.0,0.45,2.0,True,fergana,0.44575,bukhara_fergana,1554,3.27,2025-11-19,0.4655918035841956,0,0,1,1,0,0,0,0,False,False,True,False
3.076923076923077,0.3333333333333333,1.8,200.0,200.0,0.8,0.0,False,fergana,0.2709999999999999,khiva_fergana,1555,2.96,2025-11-19,0.30778064784211606,0,1,0,0,0,0,0,1,True,False,False,False
2.58,0.7416020671834626,1.0,193.5,193.5,0.9,0.0,False,nukus,0.2999903100775193,khiva_nukus,1553,3.06,2025-11-19,0.2968218837998898,0,1,0,0,1,0,0,0,True,False,False,False
11.43285714285714,0.625140572285393,1.5,800.3,800.3,0.765,1.0,False,andijan,0.362821085842809,bukhara_andijan,1554,11.64,2025-11-19,1.414370293649205,0,1,0,0,0,1,0,0,False,True,False,False
2.16,0.691358024691358,1.0,162.0,162.0,0.81,1.0,False,urgench,0.3562037037037037,nukus_urgench,1554,2.81,2025-11-19,0.2853590794861476,0,1,0,0,1,0,0,0,False,True,False,False
8.79,0.0519529768676525,5.0,527.4,527.4,0.1399999999999999,2.0,True,namangan,0.6087929465301478,samarkand_namangan,1555,12.05,2025-11-19,1.1874441879046187,1,0,1,0,0,0,1,0,False,True,False,False
11.368333333333334,0.2669696525436153,5.0,682.1,682.1,0.16,2.0,True,khiva,0.6540454478815423,samarkand_khiva,1555,16.15,2025-11-19,1.5827788209411644,1,0,1,0,0,0,1,0,False,True,False,False
3.66125,0.3171730966200067,1.2,292.9,292.9,0.9,2.0,False,samarkand,0.240950964493001,tashkent_samarkand,1555,3.69,2025-11-19,0.5045728230755525,0,1,0,1,0,0,0,0,False,False,False,True
1.0453333333333334,0.3622448979591837,1.0,78.4,78.4,0.9,2.0,False,namangan,0.2430867346938775,fergana_namangan,1552,1.22,2025-11-19,0.12273081083060884,0,1,0,0,1,0,0,0,False,False,False,True
16.954285714285714,0.7472194135490394,4.5,1186.8,1186.8,0.34,2.0,True,urgench,0.6892829120323558,andijan_urgench,1555,23.15,2025-11-19,2.7595971223033904,0,0,1,0,0,1,0,0,False,True,False,False
2.857142857142857,0.3333333333333333,4.5,200.0,200.0,0.34,2.0,True,fergana,0.5975,khiva_fergana,1555,3.56,2025-11-19,0.39650770072375785,0,0,1,0,0,1,0,0,False,False,True,False
18.25846153846154,0.7472194135490394,5.0,1186.8,1186.8,0.24,4.0,True,urgench,0.7735829120323559,andijan_urgench,1555,20.96,2025-11-19,2.7595971223033904,0,0,1,0,0,0,0,1,False,False,False,True
14.835,1.0,3.6,1186.8,1186.8,0.45,4.0,True,urgench,0.64075,andijan_urgench,1555,19.73,2025-11-19,2.7595971223033904,0,0,1,1,0,0,0,0,False,False,False,True
8.113846153846154,0.4311717861205915,1.8,527.4,527.4,0.8,1.0,False,namangan,0.2946757679180887,samarkand_namangan,1555,8.25,2025-11-19,0.9372457579680498,0,1,0,0,0,0,0,1,False,True,False,False
6.26,0.3153811045184846,1.5,438.2,438.2,0.9,2.0,False,termez,0.2785571656777727,bukhara_termez,1555,5.56,2025-11-19,0.7591338877765478,0,1,0,0,0,1,0,0,False,False,False,True
9.295714285714286,0.5389580451821117,1.5,650.7,650.7,0.9,1.0,False,urgench,0.3080437067773167,samarkand_urgench,1555,9.95,2025-11-19,1.085199938590479,0,1,0,0,0,1,0,0,False,True,False,False
1.206153846153846,0.7386666666666667,5.0,78.4,78.4,0.24,2.0,True,namangan,0.6958,fergana_namangan,1552,1.44,2025-11-19,0.16001505780064487,0,0,1,0,0,0,0,1,False,False,True,False
5.842666666666666,1.0,1.0,438.2,438.2,0.9,1.0,False,termez,0.3575,bukhara_termez,1555,7.19,2025-11-19,0.7591338877765478,0,1,0,0,1,0,0,0,False,True,False,False
13.31875,1.0,1.2,1065.5,1065.5,0.7200000000000001,2.0,False,nukus,0.377125,tashkent_nukus,1554,12.91,2025-11-19,1.6515124965524592,0,1,0,1,0,0,0,0,False,False,False,True
5.991428571428571,0.284692417739628,1.5,419.4,419.4,0.765,1.0,False,urgench,0.3117538626609442,bukhara_urgench,1553,5.91,2025-11-19,0.7034348215264424,0,1,0,0,0,1,0,0,False,True,False,False
1.12,0.7386666666666667,1.5,78.4,78.4,0.765,1.0,False,namangan,0.33305,fergana_namangan,1552,0.99,2025-11-19,0.12273081083060884,0,1,0,0,0,1,0,0,False,False,True,False
2.857142857142857,0.3333333333333333,4.5,200.0,200.0,0.36,4.0,True,namangan,0.5925,khiva_namangan,1554,3.31,2025-11-19,0.41181358432662724,0,0,1,0,0,1,0,0,False,False,False,True
3.333333333333333,0.6,2.0,200.0,200.0,1.0,1.0,False,fergana,0.3002,bukhara_fergana,1554,3.74,2025-11-19,0.34091046537740405,0,1,0,0,0,0,1,0,False,True,False,False
2.5,0.0,1.2,200.0,200.0,0.7200000000000001,0.0,False,namangan,0.227125,khiva_namangan,1554,2.57,2025-11-19,0.302019591012165,0,1,0,1,0,0,0,0,True,False,False,False
14.206666666666669,1.0,3.0,1065.5,1065.5,0.51,4.0,True,nukus,0.5762499999999999,tashkent_nukus,1554,21.54,2025-11-19,2.009015049262232,0,0,1,0,1,0,0,0,False,False,False,True
9.094666666666669,1.0,1.5,682.1,682.1,0.51,0.0,True,khiva,0.4712499999999999,samarkand_khiva,1555,11.01,2025-11-19,1.2321912687461152,0,1,0,0,1,0,0,0,True,False,False,False
10.00375,1.0,1.2,800.3,800.3,0.81,2.0,False,andijan,0.33775,bukhara_andijan,1554,9.76,2025-11-19,1.414370293649205,0,1,0,1,0,0,0,0,False,False,False,True
2.58,0.7416020671834626,1.0,193.5,193.5,0.63,0.0,False,nukus,0.3956153100775194,khiva_nukus,1553,3.08,2025-11-19,0.2968218837998898,0,1,0,0,1,0,0,0,True,False,False,False
2.857142857142857,0.3333333333333333,4.5,200.0,200.0,0.34,0.0,True,namangan,0.575,khiva_namangan,1554,3.58,2025-11-19,0.41181358432662724,0,0,1,0,0,1,0,0,True,False,False,False
2.6666666666666665,0.75,3.0,200.0,200.0,0.54,0.0,True,termez,0.4999999999999999,khiva_termez,1554,4.15,2025-11-19,0.38566057868335385,0,0,1,0,1,0,0,0,True,False,False,False
8.676,1.0,3.0,650.7,650.7,0.54,2.0,True,urgench,0.61,samarkand_urgench,1555,13.65,2025-11-19,1.4190260349636352,0,0,1,0,1,0,0,0,False,True,False,False
1.3066666666666669,1.0,2.0,78.4,78.4,1.0,2.0,False,namangan,0.3485,fergana_namangan,1552,1.28,2025-11-19,0.12273081083060884,0,1,0,0,0,0,1,0,False,False,False,True
5.94,0.2872,2.0,356.4,356.3999999999999,0.7,2.0,False,andijan,0.30308,tashkent_andijan,1551,5.83,2025-11-19,0.5404379032871139,0,1,0,0,0,0,1,0,False,False,False,True
1.1246153846153846,0.7563333333333333,1.8,73.1,73.1,0.99,2.0,False,fergana,0.3297,andijan_fergana,1552,1.0,2025-11-19,0.11049513285488234,0,1,0,0,0,0,0,1,False,False,False,True
16.392307692307693,0.7184420459877991,3.6,1065.5,1065.5,0.6400000000000001,4.0,False,nukus,0.5172663068981699,tashkent_nukus,1554,20.3,2025-11-19,2.009015049262232,0,0,1,0,0,0,0,1,False,False,False,True
3.333333333333333,0.6,2.0,200.0,200.0,1.0,1.0,False,namangan,0.2767999999999999,bukhara_namangan,1554,3.8,2025-11-19,0.35572604860020757,0,1,0,0,0,0,1,0,False,True,False,False
12.297142857142855,0.6514869888475836,4.5,860.8,860.8,0.36,2.0,True,termez,0.6267230483271374,urgench_termez,1555,16.94,2025-11-19,1.9420628078211186,0,0,1,0,0,1,0,0,False,True,False,False
10.845,0.231596741970186,2.0,650.7,650.7,1.0,1.0,False,urgench,0.2589795112955279,samarkand_urgench,1555,12.36,2025-11-19,1.085199938590479,0,1,0,0,0,0,1,0,False,True,False,False
13.31875,1.0,1.2,1065.5,1065.5,0.9,2.0,False,nukus,0.3602499999999999,tashkent_nukus,1554,13.4,2025-11-19,1.6515124965524592,0,1,0,1,0,0,0,0,False,False,False,True
2.857142857142857,0.3333333333333333,4.5,200.0,200.0,0.34,0.0,True,fergana,0.575,khiva_fergana,1555,3.36,2025-11-19,0.39650770072375785,0,0,1,0,0,1,0,0,True,False,False,False
1.0442857142857145,0.7563333333333333,1.5,73.1,73.1,0.765,1.0,False,fergana,0.3357,andijan_fergana,1552,0.96,2025-11-19,0.11049513285488234,0,1,0,0,0,1,0,0,False,False,True,False
13.338333333333331,0.3752342871423216,2.0,800.3,800.3,1.0,1.0,False,andijan,0.2430851430713482,bukhara_andijan,1554,15.03,2025-11-19,1.414370293649205,0,1,0,0,0,0,1,0,False,True,False,False
12.31230769230769,0.625140572285393,5.0,800.3,800.3,0.24,4.0,True,andijan,0.7012710858428088,bukhara_andijan,1554,15.52,2025-11-19,1.7856098417446566,0,0,1,0,0,0,0,1,False,False,False,True
3.076923076923077,0.3333333333333333,5.0,200.0,200.0,0.21,0.0,True,namangan,0.665,khiva_namangan,1554,3.78,2025-11-19,0.41181358432662724,0,0,1,0,0,0,0,1,True,False,False,False
2.857142857142857,0.3333333333333333,1.5,200.0,200.0,0.765,2.0,False,namangan,0.345375,bukhara_namangan,1554,2.75,2025-11-19,0.35572604860020757,0,1,0,0,0,1,0,0,False,False,False,True
16.06714285714286,0.7332622032542011,1.5,1124.7,1124.7,0.765,1.0,False,urgench,0.3790393304881301,fergana_urgench,1555,14.35,2025-11-19,1.9463682306387748,0,1,0,0,0,1,0,0,False,False,True,False
14.346666666666666,0.4191449814126394,3.0,860.8,860.8,0.2,2.0,True,termez,0.5178717472118959,urgench_termez,1555,14.43,2025-11-19,1.5231268080650018,0,1,0,0,0,0,1,0,False,False,False,True
0.91375,0.6345000000000001,3.6,73.1,73.1,0.45,2.0,True,fergana,0.5221750000000001,andijan_fergana,1552,1.15,2025-11-19,0.14418168664242648,0,0,1,1,0,0,0,0,False,False,True,False
2.6666666666666665,0.75,1.0,200.0,200.0,0.9,0.0,False,namangan,0.30125,khiva_namangan,1554,3.01,2025-11-19,0.302019591012165,0,1,0,0,1,0,0,0,True,False,False,False
10.00375,1.0,3.6,800.3,800.3,0.45,4.0,True,andijan,0.59575,bukhara_andijan,1554,12.49,2025-11-19,1.7856098417446566,0,0,1,1,0,0,0,0,False,False,False,True
6.989999999999999,0.1612,5.0,419.4,419.4,0.16,2.0,True,urgench,0.6489799999999999,bukhara_urgench,1553,9.7,2025-11-19,0.9206360063258494,1,0,1,0,0,0,1,0,False,True,False,False
2.7642857142857142,0.355,4.5,193.5,193.5,0.34,0.0,True,nukus,0.60075,khiva_nukus,1553,3.28,2025-11-19,0.38025304528184295,0,0,1,0,0,1,0,0,True,False,False,False
8.676,1.0,3.0,650.7,650.7,0.51,2.0,True,urgench,0.595,samarkand_urgench,1555,14.91,2025-11-19,1.4190260349636352,0,0,1,0,1,0,0,0,False,True,False,False
14.102857142857143,0.6961102106969206,4.5,987.2,987.2,0.36,4.0,True,termez,0.7009165316045382,nukus_termez,1554,16.9,2025-11-19,1.9670135902430124,0,0,1,0,0,1,0,0,False,False,False,True
1.3066666666666669,1.0,2.0,78.4,78.4,0.7,1.0,False,namangan,0.395,fergana_namangan,1552,1.29,2025-11-19,0.12273081083060884,0,1,0,0,0,0,1,0,False,False,True,False
6.26,0.3153811045184846,3.0,438.2,438.2,0.81,4.0,False,termez,0.3723071656777726,bukhara_termez,1555,7.62,2025-11-19,1.01902120875177,0,0,1,0,0,1,0,0,False,False,False,True
10.493846153846157,0.5601817915261692,5.0,682.1,682.1,0.21,2.0,True,khiva,0.7125272687289255,samarkand_khiva,1555,13.77,2025-11-19,1.5827788209411644,0,0,1,0,0,0,0,1,False,True,False,False
1.1616666666666666,1.0,4.0,69.7,69.7,0.5599999999999999,4.0,False,namangan,0.585,andijan_namangan,1546,1.55,2025-11-19,0.13368277251320318,1,0,1,0,0,0,1,0,False,False,False,True
16.178333333333335,0.4849077984959308,2.0,970.7,970.7,0.7,0.0,False,khiva,0.3177361697743896,tashkent_khiva,1555,16.83,2025-11-19,1.503471462789413,0,1,0,0,0,0,1,0,True,False,False,False
2.5,0.0,1.2,200.0,200.0,0.7200000000000001,1.0,False,fergana,0.227125,bukhara_fergana,1554,2.59,2025-11-19,0.34091046537740405,0,1,0,1,0,0,0,0,False,False,True,False
10.845,0.231596741970186,2.0,650.7,650.7,0.7,1.0,False,urgench,0.3145395112955279,samarkand_urgench,1555,11.89,2025-11-19,1.085199938590479,0,1,0,0,0,0,1,0,False,True,False,False
14.102857142857143,0.6961102106969206,1.5,987.2,987.2,0.9,2.0,False,termez,0.3019165316045381,nukus_termez,1554,13.12,2025-11-19,1.477872234499205,0,1,0,0,0,1,0,0,False,False,False,True
2.3142857142857145,0.46,1.5,162.0,162.0,0.81,2.0,False,urgench,0.343,nukus_urgench,1554,2.22,2025-11-19,0.2853590794861476,0,1,0,0,0,1,0,0,False,False,False,True
9.295714285714286,0.5389580451821117,1.5,650.7,650.7,0.765,1.0,False,urgench,0.3709537067773167,samarkand_urgench,1555,9.64,2025-11-19,1.085199938590479,0,1,0,0,0,1,0,0,False,True,False,False
8.133750000000001,1.0,1.2,650.7,650.7,0.9,1.0,False,urgench,0.3264999999999999,samarkand_urgench,1555,9.11,2025-11-19,1.085199938590479,0,1,0,1,0,0,0,0,False,True,False,False
6.741538461538461,0.3153811045184846,1.8,438.2,438.2,0.8,2.0,False,termez,0.3245571656777727,bukhara_termez,1555,6.01,2025-11-19,0.7591338877765478,0,1,0,0,0,0,0,1,False,False,False,True
2.857142857142857,0.3333333333333333,1.5,200.0,200.0,0.9,0.0,False,fergana,0.2474999999999999,khiva_fergana,1555,2.79,2025-11-19,0.30778064784211606,0,1,0,0,0,1,0,0,True,False,False,False
11.477333333333332,1.0,1.0,860.8,860.8,0.9,2.0,False,termez,0.33875,urgench_termez,1555,12.79,2025-11-19,1.5231268080650018,0,1,0,0,1,0,0,0,False,False,False,True
9.094666666666669,1.0,3.0,682.1,682.1,0.51,2.0,True,khiva,0.595,samarkand_khiva,1555,15.21,2025-11-19,1.5827788209411644,0,0,1,0,1,0,0,0,False,True,False,False
1.1616666666666666,1.0,2.0,69.7,69.7,0.7,2.0,False,namangan,0.41,andijan_namangan,1546,1.11,2025-11-19,0.10636681272600237,0,1,0,0,0,0,1,0,False,False,False,True
6.741538461538461,0.3153811045184846,1.8,438.2,438.2,0.99,1.0,False,termez,0.2460071656777727,bukhara_termez,1555,6.64,2025-11-19,0.7591338877765478,0,1,0,0,0,0,0,1,False,True,False,False
5.4775,0.8153811045184847,3.6,438.2,438.2,0.425,2.0,True,termez,0.5630571656777726,bukhara_termez,1555,7.76,2025-11-19,1.01902120875177,0,0,1,1,0,0,0,0,False,True,False,False
13.338333333333331,0.3752342871423216,2.0,800.3,800.3,0.7,1.0,False,andijan,0.3072851430713482,bukhara_andijan,1554,15.09,2025-11-19,1.414370293649205,0,1,0,0,0,0,1,0,False,True,False,False
8.133750000000001,1.0,3.6,650.7,650.7,0.425,2.0,True,urgench,0.6267499999999999,samarkand_urgench,1555,11.33,2025-11-19,1.4190260349636352,0,0,1,1,0,0,0,0,False,True,False,False
10.845,0.231596741970186,2.0,650.7,650.7,1.0,1.0,False,urgench,0.2449395112955279,samarkand_urgench,1555,11.38,2025-11-19,1.085199938590479,0,1,0,0,0,0,1,0,False,True,False,False
1.3066666666666669,1.0,2.0,78.4,78.4,1.0,1.0,False,namangan,0.3289999999999999,fergana_namangan,1552,1.32,2025-11-19,0.12273081083060884,0,1,0,0,0,0,1,0,False,False,True,False
10.010769230769233,0.5389580451821117,1.8,650.7,650.7,0.8,1.0,False,urgench,0.3540437067773167,samarkand_urgench,1555,10.42,2025-11-19,1.085199938590479,0,1,0,0,0,0,0,1,False,True,False,False
12.44,0.330117899249732,2.0,746.4,746.4,0.7,1.0,False,termez,0.2945176848874598,fergana_termez,1555,12.32,2025-11-19,1.1288889141193381,0,1,0,0,0,0,1,0,False,False,True,False
3.333333333333333,0.6,5.0,200.0,200.0,0.1399999999999999,2.0,True,fergana,0.6849999999999999,khiva_fergana,1555,4.32,2025-11-19,0.39650770072375785,1,0,1,0,0,0,1,0,False,False,True,False
14.206666666666669,1.0,1.0,1065.5,1065.5,0.63,2.0,False,nukus,0.531875,tashkent_nukus,1554,16.48,2025-11-19,1.6515124965524592,0,1,0,0,1,0,0,0,False,False,False,True
8.79,0.0519529768676525,2.0,527.4,527.4,1.0,1.0,False,namangan,0.1945929465301478,samarkand_namangan,1555,9.66,2025-11-19,0.9372457579680498,0,1,0,0,0,0,1,0,False,True,False,False
9.295714285714286,0.5389580451821117,1.5,650.7,650.7,0.765,1.0,False,urgench,0.3709537067773167,samarkand_urgench,1555,9.09,2025-11-19,1.085199938590479,0,1,0,0,0,1,0,0,False,True,False,False
0.9293333333333332,0.2826398852223816,1.0,69.7,69.7,0.63,2.0,False,namangan,0.3267709827833572,andijan_namangan,1546,1.03,2025-11-19,0.10636681272600237,0,1,0,0,1,0,0,0,False,False,False,True
18.25846153846154,0.7472194135490394,1.8,1186.8,1186.8,0.99,2.0,False,urgench,0.3985329120323559,andijan_urgench,1555,16.36,2025-11-19,2.122146061928217,0,1,0,0,0,0,0,1,False,False,False,True
10.845,0.231596741970186,2.0,650.7,650.7,0.7,1.0,False,urgench,0.3037395112955279,samarkand_urgench,1555,12.26,2025-11-19,1.085199938590479,0,1,0,0,0,0,1,0,False,True,False,False
5.991428571428571,0.284692417739628,2.25,419.4,419.4,0.4,1.0,True,urgench,0.4474038626609442,bukhara_urgench,1553,6.11,2025-11-19,0.7034348215264424,0,1,0,0,0,1,0,0,False,True,False,False
14.835,1.0,1.2,1186.8,1186.8,0.9,1.0,False,urgench,0.3399999999999999,andijan_urgench,1555,16.83,2025-11-19,2.122146061928217,0,1,0,1,0,0,0,0,False,True,False,False
6.592499999999999,0.9311717861205916,1.2,527.4,527.4,0.7200000000000001,1.0,False,namangan,0.3521757679180887,samarkand_namangan,1555,7.27,2025-11-19,0.9372457579680498,0,1,0,1,0,0,0,0,False,True,False,False
1.0453333333333334,0.3622448979591837,3.0,78.4,78.4,0.54,2.0,True,namangan,0.4418367346938775,fergana_namangan,1552,1.65,2025-11-19,0.16001505780064487,0,0,1,0,1,0,0,0,False,False,True,False
9.295714285714286,0.5389580451821117,4.5,650.7,650.7,0.34,2.0,True,urgench,0.6418437067773167,samarkand_urgench,1555,12.63,2025-11-19,1.4190260349636352,0,0,1,0,0,1,0,0,False,True,False,False
8.676,1.0,2.0,650.7,650.7,0.81,2.0,False,urgench,0.4499999999999999,samarkand_urgench,1555,14.28,2025-11-19,1.4190260349636352,0,0,1,0,1,0,0,0,False,True,False,False
2.6666666666666665,0.75,1.0,200.0,200.0,0.63,1.0,False,fergana,0.396875,bukhara_fergana,1554,2.99,2025-11-19,0.34091046537740405,0,1,0,0,1,0,0,0,False,False,True,False
9.952,1.0,1.0,746.4,746.4,0.9,2.0,False,termez,0.33875,fergana_termez,1555,11.49,2025-11-19,1.1288889141193381,0,1,0,0,1,0,0,0,False,False,False,True
3.333333333333333,0.6,2.0,200.0,200.0,1.0,0.0,False,fergana,0.2885,khiva_fergana,1555,3.41,2025-11-19,0.30778064784211606,0,1,0,0,0,0,1,0,True,False,False,False
5.483076923076923,0.1582491582491582,1.8,356.4,356.3999999999999,0.99,2.0,False,andijan,0.2399873737373737,tashkent_andijan,1551,5.06,2025-11-19,0.5404379032871139,0,1,0,0,0,0,0,1,False,False,False,True
7.032,1.0,2.0,527.4,527.4,0.81,2.0,False,namangan,0.4499999999999999,samarkand_namangan,1555,11.26,2025-11-19,1.1874441879046187,0,0,1,0,1,0,0,0,False,True,False,False
2.857142857142857,0.3333333333333333,1.5,200.0,200.0,0.9,0.0,False,fergana,0.2249999999999999,khiva_fergana,1555,2.7,2025-11-19,0.30778064784211606,0,1,0,0,0,1,0,0,True,False,False,False
6.26,0.3153811045184846,1.5,438.2,438.2,0.765,2.0,False,termez,0.2988071656777727,bukhara_termez,1555,5.76,2025-11-19,0.7591338877765478,0,1,0,0,0,1,0,0,False,False,False,True
8.526250000000001,1.0,1.7999999999999998,682.1,682.1,0.5,0.0,True,khiva,0.45725,samarkand_khiva,1555,8.56,2025-11-19,1.2321912687461152,0,1,0,1,0,0,0,0,True,False,False,False
7.032,1.0,2.0,527.4,527.4,0.81,4.0,False,namangan,0.43125,samarkand_namangan,1555,10.45,2025-11-19,1.1874441879046187,0,0,1,0,1,0,0,0,False,False,False,True
12.44,0.330117899249732,5.0,746.4,746.4,0.16,2.0,True,termez,0.6395176848874597,fergana_termez,1555,16.8,2025-11-19,1.502556820197497,1,0,1,0,0,0,1,0,False,False,True,False
7.945714285714287,0.4606256742179073,4.5,556.2,556.2,0.36,2.0,True,bukhara,0.6250938511326861,tashkent_bukhara,1555,10.52,2025-11-19,1.2760416409548523,0,0,1,0,0,1,0,0,False,True,False,False
14.933846153846154,0.6909446790975585,1.8,970.7,970.7,0.99,2.0,False,khiva,0.3198917018646337,tashkent_khiva,1555,13.81,2025-11-19,1.503471462789413,0,1,0,0,0,0,0,1,False,False,False,True
2.857142857142857,0.3333333333333333,1.5,200.0,200.0,0.765,1.0,False,fergana,0.27225,khiva_fergana,1555,2.54,2025-11-19,0.30778064784211606,0,1,0,0,0,1,0,0,False,False,True,False
2.6666666666666665,0.75,3.0,200.0,200.0,0.54,0.0,True,fergana,0.53125,khiva_fergana,1555,3.88,2025-11-19,0.39650770072375785,0,0,1,0,1,0,0,0,True,False,False,False
0.91375,0.6345000000000001,1.2,73.1,73.1,0.9,2.0,False,fergana,0.260425,andijan_fergana,1552,0.95,2025-11-19,0.11049513285488234,0,1,0,1,0,0,0,0,False,False,False,True
0.9957142857142858,0.7676666666666667,1.5,69.7,69.7,0.765,2.0,False,namangan,0.36665,andijan_namangan,1546,0.92,2025-11-19,0.10636681272600237,0,1,0,0,0,1,0,0,False,False,False,True
16.178333333333335,0.4849077984959308,2.0,970.7,970.7,1.0,0.0,False,khiva,0.2712361697743896,tashkent_khiva,1555,16.54,2025-11-19,1.503471462789413,0,1,0,0,0,0,1,0,True,False,False,False
11.368333333333334,0.2669696525436153,2.0,682.1,682.1,1.0,0.0,False,khiva,0.2385454478815422,samarkand_khiva,1555,11.73,2025-11-19,1.2321912687461152,0,1,0,0,0,0,1,0,True,False,False,False
9.27,0.1010427903631787,5.0,556.2,556.2,0.16,2.0,True,bukhara,0.6291564185544768,tashkent_bukhara,1555,12.64,2025-11-19,1.2760416409548523,1,0,1,0,0,0,1,0,False,True,False,False
1.1246153846153846,0.7563333333333333,2.7,73.1,73.1,0.3,2.0,True,fergana,0.54495,andijan_fergana,1552,0.99,2025-11-19,0.11049513285488234,0,1,0,0,0,0,0,1,False,False,False,True
4.881666666666666,0.4142,2.0,292.9,292.9,0.7,2.0,False,samarkand,0.32213,tashkent_samarkand,1555,4.96,2025-11-19,0.5045728230755525,0,1,0,0,0,0,1,0,False,False,False,True
10.76,1.0,3.6,860.8,860.8,0.425,4.0,True,termez,0.647,urgench_termez,1555,14.07,2025-11-19,1.9420628078211186,0,0,1,1,0,0,0,0,False,False,False,True
16.06714285714286,0.7332622032542011,4.5,1124.7,1124.7,0.34,2.0,True,urgench,0.6709893304881301,fergana_urgench,1555,20.07,2025-11-19,2.7158063906316534,0,0,1,0,0,1,0,0,False,False,True,False
6.441428571428571,0.3346640053226879,1.5,450.9,450.9,0.765,0.0,False,khiva,0.3016996007984032,bukhara_khiva,1555,6.03,2025-11-19,0.7700357790000413,0,1,0,0,0,1,0,0,True,False,False,False
14.05875,1.0,1.2,1124.7,1124.7,0.81,1.0,False,urgench,0.3265,fergana_urgench,1555,15.3,2025-11-19,1.9463682306387748,0,1,0,1,0,0,0,0,False,True,False,False
4.96,1.0,1.0,372.0,372.0,0.81,1.0,False,termez,0.3424999999999999,samarkand_termez,1554,6.24,2025-11-19,0.6564234879666068,0,1,0,0,1,0,0,0,False,True,False,False
6.741538461538461,0.3153811045184846,5.0,438.2,438.2,0.21,4.0,True,termez,0.6960571656777726,bukhara_termez,1555,8.12,2025-11-19,1.01902120875177,0,0,1,0,0,0,0,1,False,False,False,True
17.395714285714288,0.7536338999753635,1.5,1217.7,1217.7,0.765,0.0,False,andijan,0.3352950849963045,khiva_andijan,1555,16.67,2025-11-19,1.8795365588009632,0,1,0,0,0,1,0,0,True,False,False,False
12.13375,1.0,1.2,970.7,970.7,0.9,2.0,False,khiva,0.343375,tashkent_khiva,1555,11.84,2025-11-19,1.503471462789413,0,1,0,1,0,0,0,0,False,False,False,True
11.548571428571428,0.6288965858485898,1.5,808.4,808.4,0.765,2.0,False,termez,0.3458344878772884,andijan_termez,1555,10.89,2025-11-19,1.2722839704904976,0,1,0,0,0,1,0,0,False,False,False,True
11.95076923076923,0.6138002059732235,5.0,776.8,776.8,0.21,4.0,True,nukus,0.7408200308959835,samarkand_nukus,1555,13.93,2025-11-19,1.67816185734787,0,0,1,0,0,0,0,1,False,False,False,True
10.357333333333331,1.0,3.0,776.8,776.8,0.51,4.0,True,nukus,0.6231249999999999,samarkand_nukus,1555,15.33,2025-11-19,1.67816185734787,0,0,1,0,1,0,0,0,False,False,False,True
6.696250000000001,0.939985066268434,1.2,535.7,535.7,0.7200000000000001,2.0,False,andijan,0.3681227599402651,samarkand_andijan,1555,6.45,2025-11-19,0.9535454845437064,0,1,0,1,0,0,0,0,False,False,False,True
16.236,1.0,1.0,1217.7,1217.7,0.63,0.0,False,andijan,0.39375,khiva_andijan,1555,17.92,2025-11-19,1.8795365588009632,0,1,0,0,1,0,0,0,True,False,False,False
9.44875,1.0,1.2,755.9,755.8999999999999,0.7200000000000001,2.0,False,termez,0.377125,namangan_termez,1554,9.33,2025-11-19,1.152604735651088,0,1,0,1,0,0,0,0,False,False,False,True
4.65,0.6935483870967741,1.2,372.0,372.0,0.7200000000000001,1.0,False,termez,0.316532258064516,samarkand_termez,1554,5.16,2025-11-19,0.6564234879666068,0,1,0,1,0,0,0,0,False,True,False,False
