expected_time_no_traffic,vehicle_distance_mismatch,vehicle_traffic_stress,distance_km,vehicle_time_efficiency,traffic_weather_risk,is_peak_hour,destination_city,operational_stress_index,route_id,route_frequency,delivery_time_hours,order_date,is_heavy_traffic_truck,traffic_level_medium,vehicle_type_car,vehicle_type_motorcycle,vehicle_type_pickup,vehicle_type_truck,vehicle_type_van,weather_clear,weather_clouds,weather_haze,weather_mist,route_traffic_volatility,destination_city_encoded,route_id_encoded
17.395714285714288,0.7536338999753635,1.5,1217.7,0.765,2.0,0,andijan,0.4084200849963045,khiva_andijan,1555,16.73,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.879536558800963,0,14
6.441428571428571,0.3346640053226879,1.5,450.9,0.9,1.0,0,khiva,0.2611996007984032,bukhara_khiva,1555,6.42,2025-11-24,0,0,0,0,1,0,0,0,1,0,0,0.7700357790000414,3,6
17.395714285714288,0.7536338999753635,1.5,1217.7,0.81,2.0,0,andijan,0.3330450849963045,khiva_andijan,1555,15.58,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.879536558800963,0,14
8.113846153846154,0.4311717861205915,1.8,527.4,0.8,1.0,0,namangan,0.2946757679180887,samarkand_namangan,1555,7.9,2025-11-24,0,0,0,0,0,0,1,0,1,0,0,0.9372457579680498,4,31
7.515,0.0982,5.0,450.9,0.16,2.0,1,khiva,0.62873,bukhara_khiva,1555,10.96,2025-11-24,1,1,0,0,0,1,0,0,1,0,0,0.9781196427098324,3,6
4.328,1.0,3.0,324.6,0.54,4.0,1,fergana,0.56875,tashkent_fergana,1555,6.55,2025-11-24,0,1,0,1,0,0,0,0,0,0,1,0.6505461812324896,2,37
3.076923076923077,0.3333333333333333,1.8,200.0,0.8,0.0,0,namangan,0.2935,khiva_namangan,1554,2.73,2025-11-24,0,0,0,0,0,0,1,1,0,0,0,0.3020195910121652,4,16
2.857142857142857,0.3333333333333333,2.25,200.0,0.4,0.0,1,namangan,0.425,khiva_namangan,1554,2.54,2025-11-24,0,0,0,0,1,0,0,1,0,0,0,0.3020195910121652,4,16
12.524,1.0,2.0,939.3,0.81,2.0,0,urgench,0.4125,tashkent_urgench,1554,20.45,2025-11-24,0,1,0,1,0,0,0,0,1,0,0,2.123608983844053,8,43
7.515,0.0982,2.0,450.9,0.7,1.0,0,khiva,0.28373,bukhara_khiva,1555,8.0,2025-11-24,0,0,0,0,0,1,0,0,1,0,0,0.7700357790000414,3,6
2.58,0.7416020671834626,2.0,193.5,0.81,0.0,0,nukus,0.3924903100775194,khiva_nukus,1553,3.74,2025-11-24,0,1,0,1,0,0,0,1,0,0,0,0.3802530452818429,5,17
5.63625,0.8346640053226879,1.7999999999999998,450.9,0.45,0.0,1,khiva,0.4449496007984032,bukhara_khiva,1555,5.65,2025-11-24,0,0,1,0,0,0,0,1,0,0,0,0.7700357790000414,3,6
11.548571428571428,0.6288965858485898,2.25,808.4,0.4,2.0,1,termez,0.4693344878772885,andijan_termez,1555,11.24,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.272283970490499,7,2
7.032,1.0,1.0,527.4,0.63,2.0,0,namangan,0.4953125,samarkand_namangan,1555,8.06,2025-11-24,0,0,0,1,0,0,0,0,0,0,1,0.9372457579680498,4,31
15.594666666666663,1.0,1.5,1169.6,0.6,2.0,1,urgench,0.52375,namangan_urgench,1555,17.73,2025-11-24,0,0,0,1,0,0,0,0,0,0,1,2.043826782056887,8,21
18.733846153846155,0.7536338999753635,1.8,1217.7,0.6400000000000001,0.0,0,andijan,0.3740450849963044,khiva_andijan,1555,17.81,2025-11-24,0,0,0,0,0,0,1,1,0,0,0,1.879536558800963,0,14
13.338333333333331,0.3752342871423216,2.0,800.3,1.0,1.0,0,andijan,0.2430851430713482,bukhara_andijan,1554,14.39,2025-11-24,0,0,0,0,0,1,0,0,1,0,0,1.4143702936492064,0,4
5.63625,0.8346640053226879,1.2,450.9,0.9,0.0,0,khiva,0.2904496007984031,bukhara_khiva,1555,5.81,2025-11-24,0,0,1,0,0,0,0,1,0,0,0,0.7700357790000414,3,6
15.655,0.4676887043543064,2.0,939.3,0.7,1.0,0,urgench,0.349953305653146,tashkent_urgench,1554,17.46,2025-11-24,0,0,0,0,0,1,0,0,1,0,0,1.6465690875530403,8,43
15.655,0.4676887043543064,5.0,939.3,0.1399999999999999,4.0,1,urgench,0.7161533056531458,tashkent_urgench,1554,20.04,2025-11-24,1,1,0,0,0,1,0,0,0,0,1,2.123608983844053,8,43
10.662857142857142,0.5980707395498392,1.5,746.4,0.9,2.0,0,termez,0.2872106109324758,fergana_termez,1555,9.87,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.1288889141193388,7,12
10.670666666666666,1.0,1.0,800.3,0.63,1.0,0,andijan,0.45875,bukhara_andijan,1554,14.2,2025-11-24,0,0,0,1,0,0,0,0,1,0,0,1.4143702936492064,0,4
20.06153846153846,0.7699386503067485,1.8,1304.0,0.6400000000000001,2.0,0,namangan,0.4529907975460122,nukus_namangan,1554,18.15,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,1.9807588052711391,4,24
12.297142857142855,0.6514869888475836,1.5,860.8,0.765,1.0,0,termez,0.3878330483271375,urgench_termez,1555,12.58,2025-11-24,0,0,0,0,1,0,0,0,1,0,0,1.523126808065,7,44
7.416,1.0,3.0,556.2,0.51,2.0,1,bukhara,0.595,tashkent_bukhara,1555,12.61,2025-11-24,0,1,0,1,0,0,0,0,1,0,0,1.2760416409548518,1,36
4.96,1.0,1.0,372.0,0.63,1.0,0,termez,0.45875,samarkand_termez,1554,6.51,2025-11-24,0,0,0,1,0,0,0,0,1,0,0,0.6564234879666067,7,33
7.416,1.0,3.0,556.2,0.51,2.0,1,bukhara,0.595,tashkent_bukhara,1555,12.24,2025-11-24,0,1,0,1,0,0,0,0,1,0,0,1.2760416409548518,1,36
2.5,0.0,1.2,200.0,0.9,0.0,0,fergana,0.1652499999999999,khiva_fergana,1555,2.53,2025-11-24,0,0,1,0,0,0,0,1,0,0,0,0.3077806478421163,2,15
7.032,1.0,1.5,527.4,0.6,2.0,1,namangan,0.495625,samarkand_namangan,1555,8.28,2025-11-24,0,0,0,1,0,0,0,0,0,0,1,0.9372457579680498,4,31
12.297142857142855,0.6514869888475836,3.0,860.8,0.81,2.0,0,termez,0.4524230483271375,urgench_termez,1555,16.14,2025-11-24,0,1,0,0,1,0,0,0,1,0,0,1.942062807821119,7,44
7.032,1.0,1.0,527.4,0.63,2.0,0,namangan,0.4953125,samarkand_namangan,1555,7.95,2025-11-24,0,0,0,1,0,0,0,0,0,0,1,0.9372457579680498,4,31
2.025,0.19,1.7999999999999998,162.0,0.5,2.0,1,urgench,0.38075,nukus_urgench,1554,2.12,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,0.2853590794861477,8,26
8.113846153846154,0.4311717861205915,1.8,527.4,0.99,2.0,0,namangan,0.2809257679180887,samarkand_namangan,1555,7.44,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,0.9372457579680498,4,31
7.032,1.0,1.0,527.4,0.63,2.0,0,namangan,0.4343749999999999,samarkand_namangan,1555,8.25,2025-11-24,0,0,0,1,0,0,0,0,0,0,1,0.9372457579680498,4,31
10.078666666666669,1.0,2.0,755.9,0.81,4.0,0,termez,0.43125,namangan_termez,1554,14.92,2025-11-24,0,1,0,1,0,0,0,0,0,0,1,1.5086029373132064,7,20
2.5,0.0,3.6,200.0,0.45,0.0,1,fergana,0.44575,khiva_fergana,1555,3.36,2025-11-24,0,1,1,0,0,0,0,1,0,0,0,0.3965077007237578,2,15
4.796666666666667,0.4244,2.0,287.8,1.0,2.0,0,namangan,0.2621599999999999,tashkent_namangan,1550,4.65,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,0.442232158859137,4,39
16.954285714285714,0.7472194135490394,1.5,1186.8,0.765,2.0,0,urgench,0.4337829120323559,andijan_urgench,1555,16.57,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,2.122146061928217,8,3
2.5,0.0,1.2,200.0,0.7200000000000001,0.0,0,fergana,0.227125,khiva_fergana,1555,2.55,2025-11-24,0,0,1,0,0,0,0,1,0,0,0,0.3077806478421163,2,15
17.395714285714288,0.7536338999753635,1.5,1217.7,0.765,0.0,0,andijan,0.3645450849963045,khiva_andijan,1555,16.13,2025-11-24,0,0,0,0,1,0,0,1,0,0,0,1.879536558800963,0,14
10.105,1.0,1.2,808.4,0.7200000000000001,2.0,0,termez,0.377125,andijan_termez,1555,10.26,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.272283970490499,7,2
1.3066666666666669,1.0,2.0,78.4,0.7,2.0,0,namangan,0.41,fergana_namangan,1552,1.34,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,0.1227308108306087,4,11
8.79,0.0519529768676525,5.0,527.4,0.16,2.0,1,namangan,0.6037929465301478,samarkand_namangan,1555,12.86,2025-11-24,1,1,0,0,0,1,0,0,1,0,0,1.1874441879046176,4,31
3.076923076923077,0.3333333333333333,1.8,200.0,0.99,1.0,0,fergana,0.2838,nukus_fergana,1554,2.99,2025-11-24,0,0,0,0,0,0,1,0,0,1,0,0.3092886560451122,2,23
0.9746666666666666,0.3160054719562243,1.0,73.1,0.9,1.0,0,fergana,0.2049008207934336,andijan_fergana,1552,1.09,2025-11-24,0,0,0,1,0,0,0,0,0,1,0,0.1104951328548823,2,0
7.032,1.0,1.0,527.4,0.9,1.0,0,namangan,0.3199999999999999,samarkand_namangan,1555,8.95,2025-11-24,0,0,0,1,0,0,0,0,1,0,0,0.9372457579680498,4,31
15.221428571428572,0.7184420459877991,1.5,1065.5,0.9,2.0,0,nukus,0.3052663068981698,tashkent_nukus,1554,13.55,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.6515124965524606,5,40
15.221428571428572,0.7184420459877991,1.5,1065.5,0.765,2.0,0,nukus,0.3592663068981698,tashkent_nukus,1554,14.9,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.6515124965524606,5,40
9.093333333333334,0.0835777126099707,3.0,545.6,0.2,2.0,1,nukus,0.5035366568914956,bukhara_nukus,1553,9.37,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,0.972183237495736,5,8
5.4775,0.8153811045184847,1.2,438.2,0.81,1.0,0,termez,0.2988071656777726,bukhara_termez,1555,6.17,2025-11-24,0,0,1,0,0,0,0,0,1,0,0,0.7591338877765479,7,9
14.102857142857143,0.6961102106969206,1.5,987.2,0.765,2.0,0,termez,0.426116531604538,nukus_termez,1554,12.76,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.477872234499204,7,25
5.723076923076923,0.1935483870967742,5.0,372.0,0.24,4.0,1,termez,0.6702822580645161,samarkand_termez,1554,6.89,2025-11-24,0,1,0,0,0,0,1,0,0,0,1,0.870667256848758,7,33
11.74125,1.0,1.7999999999999998,939.3,0.5,1.0,1,urgench,0.4459999999999999,tashkent_urgench,1554,13.05,2025-11-24,0,0,1,0,0,0,0,0,1,0,0,1.6465690875530403,8,43
4.637142857142858,0.0757855822550832,1.5,324.6,0.9,1.0,0,fergana,0.1863678373382624,tashkent_fergana,1555,4.48,2025-11-24,0,0,0,0,1,0,0,0,0,1,0,0.50031095209798,2,37
2.857142857142857,0.3333333333333333,2.25,200.0,0.4,2.0,1,fergana,0.479,nukus_fergana,1554,2.54,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,0.3092886560451122,2,23
2.41875,0.0325,1.2,193.5,0.9,0.0,0,nukus,0.1701249999999999,khiva_nukus,1553,2.47,2025-11-24,0,0,1,0,0,0,0,1,0,0,0,0.2968218837998896,5,17
16.453333333333333,0.493517017828201,2.0,987.2,1.0,2.0,0,termez,0.2725275526742301,nukus_termez,1554,15.75,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,1.477872234499204,7,25
19.78,0.5786990225817323,2.0,1186.8,1.0,2.0,0,urgench,0.2853048533872598,andijan_urgench,1555,19.78,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,2.122146061928217,8,3
16.708571428571428,0.7435020519835841,1.5,1169.6,0.9,2.0,0,urgench,0.3090253077975375,namangan_urgench,1555,15.01,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,2.043826782056887,8,21
8.79,0.0519529768676525,2.0,527.4,1.0,2.0,0,namangan,0.2062929465301478,samarkand_namangan,1555,8.43,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,0.9372457579680498,4,31
6.82,0.9501466275659824,1.2,545.6,0.7200000000000001,1.0,0,nukus,0.3842719941348973,bukhara_nukus,1553,7.31,2025-11-24,0,0,1,0,0,0,0,0,1,0,0,0.972183237495736,5,8
6.2,0.256,5.0,372.0,0.16,4.0,1,termez,0.6658999999999999,samarkand_termez,1554,8.14,2025-11-24,1,1,0,0,0,1,0,0,0,0,1,0.870667256848758,7,33
16.453333333333333,0.493517017828201,5.0,987.2,0.1399999999999999,4.0,1,termez,0.6840275526742301,nukus_termez,1554,21.25,2025-11-24,1,1,0,0,0,1,0,0,0,0,1,1.967013590243012,7,25
12.34,1.0,3.6,987.2,0.425,4.0,1,termez,0.647,nukus_termez,1554,15.77,2025-11-24,0,1,1,0,0,0,0,0,0,0,1,1.967013590243012,7,25
4.96,1.0,3.0,372.0,0.51,2.0,1,termez,0.595,samarkand_termez,1554,8.56,2025-11-24,0,1,0,1,0,0,0,0,1,0,0,0.870667256848758,7,33
4.65,0.6935483870967741,1.2,372.0,0.7200000000000001,2.0,0,termez,0.3311572580645161,samarkand_termez,1554,4.76,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,0.6564234879666067,7,33
21.73333333333333,0.6165644171779141,2.0,1304.0,0.7,2.0,0,namangan,0.3884846625766871,nukus_namangan,1554,20.82,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,1.9807588052711391,4,24
14.45076923076923,0.6806132226125838,5.0,939.3,0.21,2.0,1,urgench,0.7467919833918877,tashkent_urgench,1554,19.23,2025-11-24,0,1,0,0,0,0,1,0,1,0,0,2.123608983844053,8,43
1.0453333333333334,0.3622448979591837,1.0,78.4,0.63,1.0,0,namangan,0.2980867346938775,fergana_namangan,1552,1.24,2025-11-24,0,0,0,1,0,0,0,0,0,1,0,0.1227308108306087,4,11
8.113846153846154,0.4311717861205915,1.8,527.4,0.8,2.0,0,namangan,0.3081757679180887,samarkand_namangan,1555,7.16,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,0.9372457579680498,4,31
0.98,0.608,1.2,78.4,0.81,1.0,0,namangan,0.2602,fergana_namangan,1552,0.97,2025-11-24,0,0,1,0,0,0,0,0,0,1,0,0.1227308108306087,4,11
8.113846153846154,0.4311717861205915,3.6,527.4,0.6400000000000001,2.0,0,namangan,0.4876757679180887,samarkand_namangan,1555,10.57,2025-11-24,0,1,0,0,0,0,1,0,1,0,0,1.1874441879046176,4,31
10.662857142857142,0.5980707395498392,1.5,746.4,0.9,2.0,0,termez,0.2872106109324758,fergana_termez,1555,9.62,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.1288889141193388,7,12
5.314285714285714,0.1935483870967742,1.5,372.0,0.765,2.0,0,termez,0.2805322580645161,samarkand_termez,1554,4.96,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,0.6564234879666067,7,33
8.79,0.0519529768676525,5.0,527.4,0.16,2.0,1,namangan,0.6037929465301478,samarkand_namangan,1555,13.01,2025-11-24,1,1,0,0,0,1,0,0,1,0,0,1.1874441879046176,4,31
18.733846153846155,0.7536338999753635,1.8,1217.7,0.99,2.0,0,andijan,0.3731700849963045,khiva_andijan,1555,17.2,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,1.879536558800963,0,14
10.105,1.0,1.2,808.4,0.7200000000000001,2.0,0,termez,0.377125,andijan_termez,1555,9.65,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.272283970490499,7,2
0.91375,0.6345000000000001,3.6,73.1,0.425,4.0,1,fergana,0.547175,andijan_fergana,1552,1.23,2025-11-24,0,1,1,0,0,0,0,0,0,0,1,0.1441816866424264,2,0
9.44875,1.0,1.2,755.9,0.81,2.0,0,termez,0.33775,namangan_termez,1554,9.0,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.152604735651087,7,20
17.993846153846153,0.7435020519835841,5.0,1169.6,0.24,4.0,1,urgench,0.7730253077975375,namangan_urgench,1555,20.87,2025-11-24,0,1,0,0,0,0,1,0,0,0,1,2.704792311871473,8,21
3.225,0.613,2.0,193.5,0.5599999999999999,2.0,0,nukus,0.40945,khiva_nukus,1553,3.22,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,0.2968218837998896,5,17
7.032,1.0,3.0,527.4,0.51,2.0,1,namangan,0.595,samarkand_namangan,1555,12.02,2025-11-24,0,1,0,1,0,0,0,0,1,0,0,1.1874441879046176,4,31
18.25846153846154,0.7472194135490394,1.8,1186.8,0.8,1.0,0,urgench,0.3420829120323559,andijan_urgench,1555,18.27,2025-11-24,0,0,0,0,0,0,1,0,1,0,0,2.122146061928217,8,3
16.236,1.0,1.5,1217.7,0.6,0.0,1,andijan,0.44875,khiva_andijan,1555,19.18,2025-11-24,0,0,0,1,0,0,0,1,0,0,0,1.879536558800963,0,14
1.3066666666666669,1.0,5.0,78.4,0.1399999999999999,4.0,1,namangan,0.76,fergana_namangan,1552,1.78,2025-11-24,1,1,0,0,0,1,0,0,0,0,1,0.1600150578006449,4,11
13.31875,1.0,1.7999999999999998,1065.5,0.5,2.0,1,nukus,0.50225,tashkent_nukus,1554,13.95,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.6515124965524606,5,40
4.328,1.0,1.0,324.6,0.9,1.0,0,fergana,0.3075,tashkent_fergana,1555,4.96,2025-11-24,0,0,0,1,0,0,0,0,0,1,0,0.50031095209798,2,37
4.993846153846154,0.0757855822550832,1.8,324.6,0.8,1.0,0,fergana,0.2323678373382624,tashkent_fergana,1555,4.63,2025-11-24,0,0,0,0,0,0,1,0,0,1,0,0.50031095209798,2,37
13.338333333333331,0.3752342871423216,2.0,800.3,0.7,1.0,0,andijan,0.3072851430713482,bukhara_andijan,1554,14.55,2025-11-24,0,0,0,0,0,1,0,0,1,0,0,1.4143702936492064,0,4
6.441428571428571,0.3346640053226879,1.5,450.9,0.9,1.0,0,khiva,0.2611996007984032,bukhara_khiva,1555,6.33,2025-11-24,0,0,0,0,1,0,0,0,1,0,0,0.7700357790000414,3,6
2.5,0.0,1.2,200.0,0.7200000000000001,1.0,0,fergana,0.2027499999999999,nukus_fergana,1554,2.41,2025-11-24,0,0,1,0,0,0,0,0,0,1,0,0.3092886560451122,2,23
9.54,0.5507637017070979,1.5,667.8,0.765,2.0,0,termez,0.3341145552560647,tashkent_termez,1553,9.24,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.0246882439661016,7,42
4.275714285714286,0.0023333333333332,3.0,299.3,0.81,2.0,0,bukhara,0.33885,samarkand_bukhara,1553,5.85,2025-11-24,0,1,0,0,1,0,0,0,1,0,0,0.6602347519887762,1,28
5.2425,0.784692417739628,1.2,419.4,0.7200000000000001,1.0,0,urgench,0.3770038626609441,bukhara_urgench,1553,5.6,2025-11-24,0,0,1,0,0,0,0,0,1,0,0,0.7034348215264423,8,10
13.243076923076922,0.6514869888475836,1.8,860.8,0.99,2.0,0,termez,0.3139730483271375,urgench_termez,1555,12.62,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,1.523126808065,7,44
8.393846153846154,0.4501466275659824,5.0,545.6,0.21,4.0,1,nukus,0.7365219941348974,bukhara_nukus,1553,9.76,2025-11-24,0,1,0,0,0,0,1,0,0,0,1,1.2944065789677974,5,8
7.032,1.0,3.0,527.4,0.54,2.0,1,namangan,0.5499999999999999,samarkand_namangan,1555,11.2,2025-11-24,0,1,0,1,0,0,0,0,1,0,0,1.1874441879046176,4,31
7.032,1.0,2.0,527.4,0.81,4.0,0,namangan,0.478125,samarkand_namangan,1555,10.47,2025-11-24,0,1,0,1,0,0,0,0,0,0,1,1.1874441879046176,4,31
11.62923076923077,0.6031221060986903,5.0,755.9,0.24,4.0,1,termez,0.6979683159148035,namangan_termez,1554,14.24,2025-11-24,0,1,0,0,0,0,1,0,0,0,1,1.5086029373132064,7,20
8.556923076923077,0.4606256742179073,1.8,556.2,0.8,1.0,0,bukhara,0.3260938511326861,tashkent_bukhara,1555,8.9,2025-11-24,0,0,0,0,0,0,1,0,1,0,0,0.9756827402805008,1,36
2.4923076923076923,0.46,1.8,162.0,0.99,2.0,0,urgench,0.35545,nukus_urgench,1554,2.43,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,0.2853590794861477,8,26
8.79,0.0519529768676525,2.0,527.4,0.7,1.0,0,namangan,0.2767929465301479,samarkand_namangan,1555,9.88,2025-11-24,0,0,0,0,0,1,0,0,1,0,0,0.9372457579680498,4,31
13.31875,1.0,1.7999999999999998,1065.5,0.5,2.0,1,nukus,0.50225,tashkent_nukus,1554,13.37,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.6515124965524606,5,40
2.857142857142857,0.3333333333333333,1.5,200.0,0.9,2.0,0,namangan,0.2474999999999999,khiva_namangan,1554,2.7,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,0.3020195910121652,4,16
15.22125,1.0,1.7999999999999998,1217.7,0.425,0.0,1,andijan,0.45725,khiva_andijan,1555,15.11,2025-11-24,0,0,1,0,0,0,0,1,0,0,0,1.879536558800963,0,14
2.857142857142857,0.3333333333333333,1.5,200.0,0.9,1.0,0,fergana,0.261,nukus_fergana,1554,2.77,2025-11-24,0,0,0,0,1,0,0,0,0,1,0,0.3092886560451122,2,23
1.0453333333333334,0.3622448979591837,3.0,78.4,0.51,4.0,1,namangan,0.4805867346938775,fergana_namangan,1552,1.59,2025-11-24,0,1,0,1,0,0,0,0,0,0,1,0.1600150578006449,4,11
2.5,0.0,1.2,200.0,0.9,0.0,0,namangan,0.1652499999999999,khiva_namangan,1554,2.6,2025-11-24,0,0,1,0,0,0,0,1,0,0,0,0.3020195910121652,4,16
15.655,0.4676887043543064,2.0,939.3,0.7,2.0,0,urgench,0.3301533056531459,tashkent_urgench,1554,16.3,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,1.6465690875530403,8,43
15.594666666666663,1.0,1.0,1169.6,0.63,2.0,0,urgench,0.4343749999999999,namangan_urgench,1555,18.07,2025-11-24,0,0,0,1,0,0,0,0,0,0,1,2.043826782056887,8,21
6.592499999999999,0.9311717861205916,1.2,527.4,0.9,1.0,0,namangan,0.3161757679180886,samarkand_namangan,1555,7.35,2025-11-24,0,0,1,0,0,0,0,0,1,0,0,0.9372457579680498,4,31
16.708571428571428,0.7435020519835841,1.5,1169.6,0.765,1.0,0,urgench,0.4016353077975376,namangan_urgench,1555,17.75,2025-11-24,0,0,0,0,1,0,0,0,1,0,0,2.043826782056887,8,21
11.548571428571428,0.6288965858485898,1.5,808.4,0.9,2.0,0,termez,0.2918344878772884,andijan_termez,1555,10.83,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,1.272283970490499,7,2
5.63625,0.8346640053226879,1.2,450.9,0.7200000000000001,1.0,0,khiva,0.3669496007984031,bukhara_khiva,1555,5.93,2025-11-24,0,0,1,0,0,0,0,0,1,0,0,0.7700357790000414,3,6
10.105,1.0,1.2,808.4,0.7200000000000001,2.0,0,termez,0.377125,andijan_termez,1555,10.12,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.272283970490499,7,2
6.741538461538461,0.3153811045184846,1.8,438.2,0.8,2.0,0,termez,0.2908071656777727,bukhara_termez,1555,6.49,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,0.7591338877765479,7,9
11.483076923076922,0.5980707395498392,5.0,746.4,0.21,4.0,1,termez,0.7047106109324759,fergana_termez,1555,13.55,2025-11-24,0,1,0,0,0,0,1,0,0,0,1,1.502556820197498,7,12
1.0453333333333334,0.3622448979591837,1.0,78.4,0.9,1.0,0,namangan,0.2118367346938775,fergana_namangan,1552,1.24,2025-11-24,0,0,0,1,0,0,0,0,0,1,0,0.1227308108306087,4,11
2.7,0.676,2.0,162.0,0.7,1.0,0,urgench,0.3812,nukus_urgench,1554,3.1,2025-11-24,0,0,0,0,0,1,0,0,1,0,0,0.2853590794861477,8,26
5.4775,0.8153811045184847,1.2,438.2,0.81,2.0,0,termez,0.3100571656777726,bukhara_termez,1555,5.3,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,0.7591338877765479,7,9
6.82,0.9501466275659824,1.2,545.6,0.9,2.0,0,nukus,0.3358969941348974,bukhara_nukus,1553,6.92,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,0.972183237495736,5,8
12.598333333333333,0.3385368434978171,2.0,755.9,0.7,2.0,0,termez,0.3107805265246726,namangan_termez,1554,12.66,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,1.152604735651087,7,20
16.392307692307693,0.7184420459877991,5.0,1065.5,0.21,4.0,1,nukus,0.7227663068981699,tashkent_nukus,1554,20.44,2025-11-24,0,1,0,0,0,0,1,0,0,0,1,2.0090150492622314,5,40
4.796666666666667,0.4244,2.0,287.8,1.0,2.0,0,namangan,0.2621599999999999,tashkent_namangan,1550,4.8,2025-11-24,0,0,0,0,0,1,0,0,0,0,1,0.442232158859137,4,39
1.0453333333333334,0.3622448979591837,3.0,78.4,0.54,2.0,1,namangan,0.4418367346938775,fergana_namangan,1552,1.56,2025-11-24,0,1,0,1,0,0,0,0,0,1,0,0.1600150578006449,4,11
2.857142857142857,0.3333333333333333,2.25,200.0,0.4,2.0,1,namangan,0.425,khiva_namangan,1554,2.64,2025-11-24,0,0,0,0,1,0,0,0,0,0,1,0.3020195910121652,4,16
16.3,1.0,1.2,1304.0,0.7200000000000001,2.0,0,namangan,0.377125,nukus_namangan,1554,15.6,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.9807588052711391,4,24
1.1246153846153846,0.7563333333333333,1.8,73.1,0.99,1.0,0,fergana,0.30045,andijan_fergana,1552,1.01,2025-11-24,0,0,0,0,0,0,1,0,0,1,0,0.1104951328548823,2,0
15.18769230769231,0.6961102106969206,1.8,987.2,0.99,2.0,0,termez,0.320666531604538,nukus_termez,1554,14.02,2025-11-24,0,0,0,0,0,0,1,0,0,0,1,1.477872234499204,7,25
7.9,0.052,2.0,474.0,0.7,1.0,0,fergana,0.2768,samarkand_fergana,1554,9.05,2025-11-24,0,0,0,0,0,1,0,0,1,0,0,0.83771955725196,2,29
0.9746666666666666,0.3160054719562243,3.0,73.1,0.54,4.0,1,fergana,0.4661508207934336,andijan_fergana,1552,1.41,2025-11-24,0,1,0,1,0,0,0,0,0,0,1,0.1441816866424264,2,0
11.43285714285714,0.625140572285393,1.5,800.3,0.765,1.0,0,andijan,0.362821085842809,bukhara_andijan,1554,12.26,2025-11-24,0,0,0,0,1,0,0,0,1,0,0,1.4143702936492064,0,4
8.113846153846154,0.4311717861205915,1.8,527.4,0.8,1.0,0,namangan,0.3216757679180887,samarkand_namangan,1555,8.12,2025-11-24,0,0,0,0,0,0,1,0,1,0,0,0.9372457579680498,4,31
12.13375,1.0,1.2,970.7,0.9,2.0,0,khiva,0.31525,tashkent_khiva,1555,11.7,2025-11-24,0,0,1,0,0,0,0,0,0,0,1,1.5034714627894117,3,38
6.952500000000001,0.9606256742179072,1.2,556.2,0.7200000000000001,1.0,0,bukhara,0.385843851132686,tashkent_bukhara,1555,7.68,2025-11-24,0,0,1,0,0,0,0,0,1,0,0,0.9756827402805008,1,36
10.078666666666669,1.0,1.0,755.9,0.63,2.0,0,termez,0.4343749999999999,namangan_termez,1554,11.55,2025-11-24,0,0,0,1,0,0,0,0,0,0,1,1.152604735651087,7,20
