origin_city,destination_city,distance_km,vehicle_type,order_date,order_hour,weekday,weather,temperature,traffic_level,delivery_time_hours,day_of_month,week_of_year,month,is_weekend,is_peak_hour,is_night
samarkand,nukus,776.8,van,2025-12-03,16,wednesday,mist,-4.0,low,10.7,3,49,12,0,0,0
samarkand,nukus,776.8,van,2025-11-10,7,monday,mist,4.7,medium,14.02,10,46,11,0,0,0
samarkand,nukus,776.8,truck,2025-12-28,19,sunday,clouds,4.7,medium,18.95,28,52,12,1,1,0
samarkand,nukus,776.8,pickup,2025-12-08,18,monday,mist,-4.0,medium,13.18,8,50,12,0,1,0
samarkand,nukus,776.8,car,2025-11-12,10,wednesday,clouds,4.7,low,10.39,12,46,11,0,1,0
samarkand,nukus,776.8,truck,2025-11-14,14,friday,clouds,-4.0,low,14.76,14,46,11,0,0,0
samarkand,nukus,776.8,motorcycle,2026-01-01,9,thursday,mist,4.7,medium,15.61,1,1,1,0,1,0
samarkand,nukus,776.8,motorcycle,2025-11-25,0,tuesday,clouds,-4.0,low,13.8,25,48,11,0,0,1
samarkand,nukus,776.8,motorcycle,2025-11-22,3,saturday,mist,4.7,low,12.5,22,47,11,1,0,1
samarkand,nukus,776.8,truck,2025-11-28,14,friday,clouds,4.7,low,14.85,28,48,11,0,0,0
samarkand,nukus,776.8,truck,2025-12-21,21,sunday,clouds,-4.0,low,13.73,21,51,12,1,0,0
samarkand,nukus,776.8,car,2025-11-15,1,saturday,mist,-4.0,low,9.56,15,46,11,1,0,1
samarkand,nukus,776.8,pickup,2025-11-18,13,tuesday,clouds,-4.0,low,11.72,18,47,11,0,0,0
samarkand,nukus,776.8,truck,2025-12-28,11,sunday,mist,-4.0,low,12.82,28,52,12,1,0,0
samarkand,nukus,776.8,van,2025-12-10,6,wednesday,mist,4.7,low,10.94,10,50,12,0,0,0
samarkand,nukus,776.8,van,2025-11-06,15,thursday,mist,4.7,low,10.94,6,45,11,0,0,0
samarkand,nukus,776.8,truck,2025-12-20,18,saturday,mist,-4.0,medium,16.26,20,51,12,1,1,0
samarkand,nukus,776.8,van,2025-11-22,0,saturday,clouds,-4.0,low,11.72,22,47,11,1,0,1
samarkand,nukus,776.8,motorcycle,2025-12-03,20,wednesday,mist,-4.0,low,11.41,3,49,12,0,0,0
samarkand,nukus,776.8,truck,2025-12-19,13,friday,clouds,-4.0,low,14.21,19,51,12,0,0,0
samarkand,nukus,776.8,truck,2025-11-16,11,sunday,clouds,-4.0,low,14.47,16,46,11,1,0,0
samarkand,nukus,776.8,van,2025-12-24,17,wednesday,clouds,4.7,medium,16.32,24,52,12,0,1,0
samarkand,nukus,776.8,motorcycle,2025-11-11,16,tuesday,mist,-4.0,low,12.22,11,46,11,0,0,0
samarkand,nukus,776.8,pickup,2025-11-12,10,wednesday,mist,4.7,low,10.54,12,46,11,0,1,0
samarkand,nukus,776.8,car,2025-12-18,2,thursday,clouds,-4.0,low,10.21,18,51,12,0,0,1
samarkand,nukus,776.8,truck,2025-12-16,9,tuesday,mist,4.7,medium,16.86,16,51,12,0,1,0
samarkand,nukus,776.8,motorcycle,2025-12-18,5,thursday,clouds,4.7,low,13.13,18,51,12,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-26,20,friday,mist,4.7,low,12.43,26,52,12,0,0,0
samarkand,nukus,776.8,pickup,2026-01-01,12,thursday,mist,4.7,low,10.03,1,1,1,0,0,0
samarkand,nukus,776.8,motorcycle,2025-12-13,15,saturday,mist,4.7,low,11.36,13,50,12,1,0,0
samarkand,nukus,776.8,car,2025-12-04,20,thursday,mist,-4.0,low,9.75,4,49,12,0,0,0
samarkand,nukus,776.8,truck,2025-11-24,2,monday,clouds,4.7,low,14.79,24,48,11,0,0,1
samarkand,nukus,776.8,truck,2025-11-30,11,sunday,clouds,-4.0,low,14.84,30,48,11,1,0,0
samarkand,nukus,776.8,truck,2025-12-16,11,tuesday,mist,-4.0,low,12.55,16,51,12,0,0,0
samarkand,nukus,776.8,truck,2025-12-29,11,monday,mist,-4.0,low,13.51,29,1,12,0,0,0
samarkand,nukus,776.8,pickup,2025-12-13,16,saturday,clouds,4.7,low,11.76,13,50,12,1,0,0
samarkand,nukus,776.8,pickup,2025-11-24,21,monday,mist,4.7,low,10.49,24,48,11,0,0,0
samarkand,nukus,776.8,pickup,2025-12-24,14,wednesday,clouds,4.7,low,11.63,24,52,12,0,0,0
samarkand,nukus,776.8,truck,2025-11-12,17,wednesday,clouds,4.7,medium,18.25,12,46,11,0,1,0
samarkand,nukus,776.8,car,2025-12-21,11,sunday,mist,-4.0,low,9.49,21,51,12,1,0,0
samarkand,nukus,776.8,van,2025-11-11,10,tuesday,clouds,-4.0,low,11.7,11,46,11,0,1,0
samarkand,nukus,776.8,pickup,2025-11-17,9,monday,clouds,-4.0,medium,15.05,17,47,11,0,1,0
samarkand,nukus,776.8,pickup,2026-01-05,17,monday,clouds,4.7,medium,15.38,5,2,1,0,1,0
samarkand,nukus,776.8,van,2025-12-28,19,sunday,clouds,-4.0,medium,15.95,28,52,12,1,1,0
samarkand,nukus,776.8,truck,2025-12-09,7,tuesday,mist,4.7,medium,16.07,9,50,12,0,0,0
samarkand,nukus,776.8,car,2025-12-27,1,saturday,mist,4.7,low,9.47,27,52,12,1,0,1
samarkand,nukus,776.8,truck,2025-12-07,21,sunday,clouds,4.7,low,14.07,7,49,12,1,0,0
samarkand,nukus,776.8,truck,2025-12-27,9,saturday,clouds,-4.0,medium,17.61,27,52,12,1,1,0
samarkand,nukus,776.8,pickup,2025-12-09,8,tuesday,clouds,-4.0,medium,15.25,9,50,12,0,1,0
samarkand,nukus,776.8,truck,2025-11-24,21,monday,clouds,4.7,low,14.27,24,48,11,0,0,0
samarkand,nukus,776.8,pickup,2025-11-14,2,friday,mist,4.7,low,10.66,14,46,11,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-12,8,friday,mist,4.7,medium,15.34,12,50,12,0,1,0
samarkand,nukus,776.8,pickup,2025-11-18,13,tuesday,mist,4.7,low,10.57,18,47,11,0,0,0
samarkand,nukus,776.8,motorcycle,2025-11-25,12,tuesday,clouds,4.7,low,12.62,25,48,11,0,0,0
samarkand,nukus,776.8,motorcycle,2025-12-19,21,friday,clouds,4.7,low,13.53,19,51,12,0,0,0
samarkand,nukus,776.8,truck,2025-11-11,9,tuesday,mist,4.7,medium,16.94,11,46,11,0,1,0
samarkand,nukus,776.8,truck,2025-11-12,12,wednesday,mist,4.7,low,13.16,12,46,11,0,0,0
samarkand,nukus,776.8,car,2025-11-09,13,sunday,clouds,4.7,low,10.56,9,45,11,1,0,0
samarkand,nukus,776.8,van,2025-12-22,19,monday,mist,-4.0,medium,14.52,22,52,12,0,1,0
samarkand,nukus,776.8,truck,2025-11-17,11,monday,clouds,-4.0,low,13.82,17,47,11,0,0,0
samarkand,nukus,776.8,pickup,2025-12-03,5,wednesday,clouds,-4.0,low,11.18,3,49,12,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-19,16,friday,mist,-4.0,low,12.52,19,51,12,0,0,0
samarkand,nukus,776.8,motorcycle,2025-11-20,3,thursday,clouds,-4.0,low,13.76,20,47,11,0,0,1
samarkand,nukus,776.8,pickup,2025-12-03,19,wednesday,clouds,4.7,medium,14.64,3,49,12,0,1,0
samarkand,nukus,776.8,car,2025-12-30,1,tuesday,mist,4.7,low,9.45,30,1,12,0,0,1
samarkand,nukus,776.8,car,2025-12-01,21,monday,mist,4.7,low,9.53,1,49,12,0,0,0
samarkand,nukus,776.8,car,2025-11-29,3,saturday,mist,-4.0,low,9.81,29,48,11,1,0,1
samarkand,nukus,776.8,motorcycle,2025-11-26,1,wednesday,clouds,-4.0,low,12.58,26,48,11,0,0,1
samarkand,nukus,776.8,pickup,2026-01-04,22,sunday,clouds,4.7,low,11.71,4,1,1,1,0,1
samarkand,nukus,776.8,van,2025-11-25,18,tuesday,mist,-4.0,medium,14.53,25,48,11,0,1,0
samarkand,nukus,776.8,pickup,2025-12-15,23,monday,clouds,-4.0,low,10.92,15,51,12,0,0,1
samarkand,nukus,776.8,truck,2025-11-15,22,saturday,clouds,-4.0,low,14.02,15,46,11,1,0,1
samarkand,nukus,776.8,motorcycle,2025-12-18,20,thursday,mist,-4.0,low,12.09,18,51,12,0,0,0
samarkand,nukus,776.8,truck,2025-11-19,12,wednesday,clouds,4.7,low,14.63,19,47,11,0,0,0
samarkand,nukus,776.8,car,2025-11-11,17,tuesday,mist,4.7,medium,12.55,11,46,11,0,1,0
samarkand,nukus,776.8,van,2025-12-18,6,thursday,clouds,4.7,low,12.58,18,51,12,0,0,0
samarkand,nukus,776.8,pickup,2025-12-23,10,tuesday,mist,-4.0,low,10.44,23,52,12,0,1,0
samarkand,nukus,776.8,truck,2025-12-18,2,thursday,clouds,4.7,low,13.81,18,51,12,0,0,1
samarkand,nukus,776.8,car,2025-11-15,1,saturday,mist,-4.0,low,10.07,15,46,11,1,0,1
samarkand,nukus,776.8,motorcycle,2025-12-24,3,wednesday,clouds,4.7,low,13.36,24,52,12,0,0,1
samarkand,nukus,776.8,motorcycle,2026-01-01,1,thursday,clouds,-4.0,low,12.79,1,1,1,0,0,1
samarkand,nukus,776.8,car,2025-11-23,23,sunday,clouds,4.7,low,10.82,23,47,11,1,0,1
samarkand,nukus,776.8,motorcycle,2025-12-08,1,monday,clouds,4.7,low,12.91,8,50,12,0,0,1
samarkand,nukus,776.8,van,2025-12-08,12,monday,clouds,4.7,low,11.86,8,50,12,0,0,0
samarkand,nukus,776.8,truck,2025-12-27,12,saturday,clouds,-4.0,low,14.67,27,52,12,1,0,0
samarkand,nukus,776.8,truck,2025-11-16,2,sunday,mist,4.7,low,12.7,16,46,11,1,0,1
samarkand,nukus,776.8,pickup,2025-12-21,1,sunday,clouds,4.7,low,11.85,21,51,12,1,0,1
samarkand,nukus,776.8,motorcycle,2025-12-03,10,wednesday,mist,-4.0,low,11.87,3,49,12,0,1,0
samarkand,nukus,776.8,pickup,2025-12-05,19,friday,mist,4.7,medium,13.97,5,49,12,0,1,0
samarkand,nukus,776.8,truck,2025-12-08,6,monday,mist,-4.0,low,13.33,8,50,12,0,0,0
samarkand,nukus,776.8,truck,2026-01-03,1,saturday,mist,-4.0,low,12.35,3,1,1,1,0,1
samarkand,nukus,776.8,van,2025-12-25,11,thursday,clouds,-4.0,low,12.18,25,52,12,0,0,0
samarkand,nukus,776.8,motorcycle,2025-12-19,23,friday,clouds,4.7,low,13.41,19,51,12,0,0,1
samarkand,nukus,776.8,pickup,2025-11-17,1,monday,mist,-4.0,low,10.03,17,47,11,0,0,1
samarkand,nukus,776.8,truck,2025-11-25,4,tuesday,clouds,-4.0,low,14.09,25,48,11,0,0,1
samarkand,nukus,776.8,pickup,2025-12-28,2,sunday,clouds,-4.0,low,10.95,28,52,12,1,0,1
samarkand,nukus,776.8,pickup,2025-11-17,17,monday,mist,-4.0,medium,13.56,17,47,11,0,1,0
samarkand,nukus,776.8,motorcycle,2025-11-08,15,saturday,mist,4.7,low,12.28,8,45,11,1,0,0
samarkand,nukus,776.8,motorcycle,2025-11-10,21,monday,clouds,4.7,low,12.84,10,46,11,0,0,0
samarkand,nukus,776.8,motorcycle,2025-11-07,6,friday,clouds,4.7,low,13.18,7,45,11,0,0,0
samarkand,nukus,776.8,pickup,2025-11-22,0,saturday,clouds,-4.0,low,11.74,22,47,11,1,0,1
samarkand,nukus,776.8,pickup,2025-11-06,4,thursday,mist,-4.0,low,10.82,6,45,11,0,0,1
samarkand,nukus,776.8,car,2025-11-27,1,thursday,mist,-4.0,low,9.89,27,48,11,0,0,1
samarkand,nukus,776.8,motorcycle,2025-11-30,4,sunday,clouds,-4.0,low,13.38,30,48,11,1,0,1
samarkand,nukus,776.8,motorcycle,2025-11-23,13,sunday,mist,-4.0,low,12.32,23,47,11,1,0,0
samarkand,nukus,776.8,car,2025-12-26,11,friday,clouds,4.7,low,10.78,26,52,12,0,0,0
samarkand,nukus,776.8,motorcycle,2026-01-05,22,monday,clouds,-4.0,low,13.36,5,2,1,0,0,1
samarkand,nukus,776.8,car,2025-12-15,5,monday,mist,4.7,low,9.45,15,51,12,0,0,1
samarkand,nukus,776.8,truck,2025-11-27,0,thursday,clouds,4.7,low,14.31,27,48,11,0,0,1
samarkand,nukus,776.8,pickup,2025-12-16,1,tuesday,clouds,4.7,low,10.89,16,51,12,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-14,7,sunday,clouds,-4.0,medium,16.49,14,50,12,1,0,0
samarkand,nukus,776.8,car,2025-11-07,10,friday,clouds,4.7,low,10.94,7,45,11,0,1,0
samarkand,nukus,776.8,car,2025-11-15,12,saturday,mist,-4.0,low,9.53,15,46,11,1,0,0
samarkand,nukus,776.8,pickup,2025-11-23,13,sunday,clouds,4.7,low,11.6,23,47,11,1,0,0
samarkand,nukus,776.8,pickup,2025-11-16,3,sunday,clouds,4.7,low,11.9,16,46,11,1,0,1
samarkand,nukus,776.8,van,2025-11-14,10,friday,clouds,-4.0,low,11.77,14,46,11,0,1,0
samarkand,nukus,776.8,car,2025-12-19,0,friday,clouds,-4.0,low,10.55,19,51,12,0,0,1
samarkand,nukus,776.8,van,2025-11-12,4,wednesday,clouds,4.7,low,12.36,12,46,11,0,0,1
samarkand,nukus,776.8,car,2025-12-18,21,thursday,mist,4.7,low,9.93,18,51,12,0,0,0
samarkand,nukus,776.8,car,2025-11-28,14,friday,mist,-4.0,low,9.27,28,48,11,0,0,0
samarkand,nukus,776.8,truck,2025-11-08,3,saturday,mist,-4.0,low,13.13,8,45,11,1,0,1
samarkand,nukus,776.8,pickup,2025-11-29,21,saturday,mist,4.7,low,9.91,29,48,11,1,0,0
samarkand,nukus,776.8,pickup,2025-12-14,7,sunday,mist,-4.0,medium,12.84,14,50,12,1,0,0
samarkand,nukus,776.8,van,2025-11-18,20,tuesday,mist,-4.0,low,11.09,18,47,11,0,0,0
samarkand,nukus,776.8,motorcycle,2025-12-12,14,friday,mist,4.7,low,12.54,12,50,12,0,0,0
samarkand,nukus,776.8,pickup,2025-12-18,1,thursday,mist,-4.0,low,10.02,18,51,12,0,0,1
samarkand,nukus,776.8,car,2025-12-29,15,monday,clouds,-4.0,low,10.59,29,1,12,0,0,0
samarkand,nukus,776.8,van,2025-12-11,19,thursday,clouds,4.7,medium,16.12,11,50,12,0,1,0
samarkand,nukus,776.8,van,2025-11-15,3,saturday,mist,4.7,low,11.3,15,46,11,1,0,1
samarkand,nukus,776.8,pickup,2025-11-22,3,saturday,clouds,4.7,low,11.66,22,47,11,1,0,1
samarkand,nukus,776.8,truck,2025-12-24,13,wednesday,clouds,4.7,low,14.35,24,52,12,0,0,0
samarkand,nukus,776.8,pickup,2026-01-02,19,friday,mist,4.7,medium,12.83,2,1,1,0,1,0
samarkand,nukus,776.8,van,2025-12-20,19,saturday,mist,-4.0,medium,14.57,20,51,12,1,1,0
samarkand,nukus,776.8,van,2025-12-31,3,wednesday,clouds,-4.0,low,12.39,31,1,12,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-11,1,thursday,mist,4.7,low,12.52,11,50,12,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-21,3,sunday,mist,-4.0,low,11.66,21,51,12,1,0,1
samarkand,nukus,776.8,van,2025-11-30,11,sunday,mist,4.7,low,11.03,30,48,11,1,0,0
samarkand,nukus,776.8,pickup,2025-12-28,12,sunday,clouds,-4.0,low,10.92,28,52,12,1,0,0
samarkand,nukus,776.8,motorcycle,2025-12-12,14,friday,mist,-4.0,low,12.13,12,50,12,0,0,0
samarkand,nukus,776.8,truck,2026-01-03,6,saturday,clouds,4.7,low,14.51,3,1,1,1,0,0
samarkand,nukus,776.8,van,2025-12-29,17,monday,mist,4.7,medium,14.4,29,1,12,0,1,0
samarkand,nukus,776.8,van,2025-12-06,14,saturday,clouds,-4.0,low,12.35,6,49,12,1,0,0
samarkand,nukus,776.8,van,2025-12-26,22,friday,mist,4.7,low,11.31,26,52,12,0,0,1
samarkand,nukus,776.8,van,2025-12-21,5,sunday,clouds,4.7,low,12.73,21,51,12,1,0,1
samarkand,nukus,776.8,motorcycle,2025-12-13,0,saturday,mist,4.7,low,12.27,13,50,12,1,0,1
samarkand,nukus,776.8,van,2025-12-29,4,monday,clouds,-4.0,low,12.44,29,1,12,0,0,1
samarkand,nukus,776.8,truck,2025-12-30,10,tuesday,mist,-4.0,low,12.4,30,1,12,0,1,0
samarkand,nukus,776.8,car,2025-11-09,12,sunday,mist,4.7,low,9.32,9,45,11,1,0,0
samarkand,nukus,776.8,truck,2025-12-11,12,thursday,clouds,4.7,low,13.68,11,50,12,0,0,0
samarkand,nukus,776.8,car,2025-12-21,14,sunday,clouds,4.7,low,10.54,21,51,12,1,0,0
samarkand,nukus,776.8,truck,2025-12-12,16,friday,mist,-4.0,low,12.94,12,50,12,0,0,0
samarkand,nukus,776.8,car,2025-12-14,6,sunday,mist,-4.0,low,9.56,14,50,12,1,0,0
samarkand,nukus,776.8,car,2025-11-22,14,saturday,clouds,-4.0,low,10.22,22,47,11,1,0,0
samarkand,nukus,776.8,truck,2026-01-04,17,sunday,mist,4.7,medium,17.39,4,1,1,1,1,0
samarkand,nukus,776.8,truck,2025-11-29,0,saturday,clouds,-4.0,low,14.89,29,48,11,1,0,1
samarkand,nukus,776.8,truck,2025-11-26,11,wednesday,mist,4.7,low,12.62,26,48,11,0,0,0
samarkand,nukus,776.8,car,2025-12-24,2,wednesday,clouds,-4.0,low,10.89,24,52,12,0,0,1
samarkand,nukus,776.8,pickup,2025-12-11,14,thursday,mist,-4.0,low,9.98,11,50,12,0,0,0
samarkand,nukus,776.8,car,2025-12-31,6,wednesday,clouds,-4.0,low,10.34,31,1,12,0,0,0
samarkand,nukus,776.8,car,2025-11-14,22,friday,clouds,-4.0,low,10.66,14,46,11,0,0,1
samarkand,nukus,776.8,pickup,2025-11-06,3,thursday,clouds,-4.0,low,11.59,6,45,11,0,0,1
samarkand,nukus,776.8,truck,2025-12-30,8,tuesday,clouds,4.7,medium,18.72,30,1,12,0,1,0
samarkand,nukus,776.8,van,2025-11-06,10,thursday,clouds,-4.0,low,12.38,6,45,11,0,1,0
samarkand,nukus,776.8,car,2025-11-07,14,friday,clouds,-4.0,low,10.31,7,45,11,0,0,0
samarkand,nukus,776.8,pickup,2025-11-28,6,friday,mist,4.7,low,10.4,28,48,11,0,0,0
samarkand,nukus,776.8,van,2025-11-12,17,wednesday,mist,4.7,medium,15.04,12,46,11,0,1,0
samarkand,nukus,776.8,car,2025-11-22,9,saturday,clouds,-4.0,medium,14.11,22,47,11,1,1,0
samarkand,nukus,776.8,van,2025-11-14,14,friday,clouds,-4.0,low,11.64,14,46,11,0,0,0
samarkand,nukus,776.8,motorcycle,2025-11-19,2,wednesday,clouds,4.7,low,13.23,19,47,11,0,0,1
samarkand,nukus,776.8,motorcycle,2025-11-06,15,thursday,mist,-4.0,low,12.08,6,45,11,0,0,0
samarkand,nukus,776.8,pickup,2025-12-07,0,sunday,clouds,-4.0,low,11.57,7,49,12,1,0,1
samarkand,nukus,776.8,motorcycle,2026-01-04,5,sunday,mist,-4.0,low,12.33,4,1,1,1,0,1
samarkand,nukus,776.8,car,2025-11-06,8,thursday,clouds,-4.0,medium,13.97,6,45,11,0,1,0
samarkand,nukus,776.8,pickup,2025-12-03,15,wednesday,mist,-4.0,low,9.99,3,49,12,0,0,0
samarkand,nukus,776.8,motorcycle,2025-12-09,15,tuesday,clouds,4.7,low,13.77,9,50,12,0,0,0
samarkand,nukus,776.8,pickup,2025-12-16,4,tuesday,clouds,4.7,low,11.48,16,51,12,0,0,1
samarkand,nukus,776.8,van,2025-11-20,10,thursday,mist,-4.0,low,11.17,20,47,11,0,1,0
samarkand,nukus,776.8,car,2025-12-04,12,thursday,mist,-4.0,low,9.24,4,49,12,0,0,0
samarkand,nukus,776.8,pickup,2025-12-29,5,monday,mist,4.7,low,10.78,29,1,12,0,0,1
samarkand,nukus,776.8,truck,2025-11-25,5,tuesday,mist,4.7,low,13.04,25,48,11,0,0,1
samarkand,nukus,776.8,pickup,2025-11-21,19,friday,clouds,-4.0,medium,14.48,21,47,11,0,1,0
samarkand,nukus,776.8,truck,2025-11-18,17,tuesday,clouds,4.7,medium,18.76,18,47,11,0,1,0
samarkand,nukus,776.8,van,2025-12-10,20,wednesday,clouds,-4.0,low,12.52,10,50,12,0,0,0
samarkand,nukus,776.8,pickup,2025-12-05,8,friday,clouds,-4.0,medium,14.34,5,49,12,0,1,0
samarkand,nukus,776.8,truck,2025-11-27,7,thursday,mist,4.7,medium,16.53,27,48,11,0,0,0
samarkand,nukus,776.8,van,2025-11-17,9,monday,clouds,4.7,medium,15.68,17,47,11,0,1,0
samarkand,nukus,776.8,motorcycle,2025-12-01,11,monday,mist,-4.0,low,11.77,1,49,12,0,0,0
samarkand,nukus,776.8,motorcycle,2025-12-31,22,wednesday,clouds,4.7,low,12.98,31,1,12,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-17,4,wednesday,mist,-4.0,low,12.23,17,51,12,0,0,1
samarkand,nukus,776.8,pickup,2025-12-21,22,sunday,clouds,4.7,low,11.25,21,51,12,1,0,1
samarkand,nukus,776.8,car,2025-12-02,15,tuesday,mist,4.7,low,9.42,2,49,12,0,0,0
samarkand,nukus,776.8,car,2025-11-16,23,sunday,clouds,4.7,low,10.88,16,46,11,1,0,1
samarkand,nukus,776.8,van,2025-12-19,19,friday,clouds,-4.0,medium,15.33,19,51,12,0,1,0
samarkand,nukus,776.8,motorcycle,2025-12-13,1,saturday,mist,-4.0,low,12.33,13,50,12,1,0,1
samarkand,nukus,776.8,van,2025-12-28,4,sunday,mist,4.7,low,11.16,28,52,12,1,0,1
samarkand,nukus,776.8,car,2025-12-18,13,thursday,clouds,4.7,low,10.95,18,51,12,0,0,0
samarkand,nukus,776.8,car,2025-12-24,12,wednesday,mist,4.7,low,10.16,24,52,12,0,0,0
samarkand,nukus,776.8,van,2025-11-07,3,friday,clouds,-4.0,low,12.53,7,45,11,0,0,1
samarkand,nukus,776.8,pickup,2025-12-04,21,thursday,mist,-4.0,low,9.9,4,49,12,0,0,0
samarkand,nukus,776.8,pickup,2025-11-29,14,saturday,mist,-4.0,low,10.69,29,48,11,1,0,0
samarkand,nukus,776.8,pickup,2025-12-01,4,monday,clouds,4.7,low,11.7,1,49,12,0,0,1
samarkand,nukus,776.8,pickup,2025-12-05,5,friday,mist,-4.0,low,9.9,5,49,12,0,0,1
samarkand,nukus,776.8,pickup,2025-12-29,23,monday,mist,4.7,low,10.47,29,1,12,0,0,1
samarkand,nukus,776.8,car,2026-01-05,3,monday,clouds,4.7,low,11.12,5,2,1,0,0,1
samarkand,nukus,776.8,truck,2025-12-15,6,monday,clouds,4.7,low,14.93,15,51,12,0,0,0
samarkand,nukus,776.8,car,2025-11-30,20,sunday,clouds,-4.0,low,11.12,30,48,11,1,0,0
samarkand,nukus,776.8,car,2025-12-07,16,sunday,clouds,4.7,low,10.43,7,49,12,1,0,0
samarkand,nukus,776.8,van,2025-11-11,10,tuesday,clouds,4.7,low,11.81,11,46,11,0,1,0
samarkand,nukus,776.8,pickup,2025-11-10,10,monday,clouds,4.7,low,11.64,10,46,11,0,1,0
samarkand,nukus,776.8,truck,2025-12-31,8,wednesday,mist,4.7,medium,17.37,31,1,12,0,1,0
samarkand,nukus,776.8,pickup,2025-11-19,18,wednesday,mist,4.7,medium,13.98,19,47,11,0,1,0
samarkand,nukus,776.8,van,2025-12-30,4,tuesday,clouds,4.7,low,12.0,30,1,12,0,0,1
samarkand,nukus,776.8,pickup,2025-12-31,7,wednesday,clouds,4.7,medium,14.56,31,1,12,0,0,0
samarkand,nukus,776.8,motorcycle,2025-12-11,8,thursday,clouds,-4.0,medium,16.43,11,50,12,0,1,0
samarkand,nukus,776.8,pickup,2025-11-27,2,thursday,clouds,-4.0,low,11.21,27,48,11,0,0,1
samarkand,nukus,776.8,truck,2025-12-24,12,wednesday,clouds,4.7,low,13.94,24,52,12,0,0,0
samarkand,nukus,776.8,motorcycle,2025-11-12,8,wednesday,clouds,4.7,medium,17.78,12,46,11,0,1,0
samarkand,nukus,776.8,car,2025-12-06,21,saturday,mist,4.7,low,9.86,6,49,12,1,0,0
samarkand,nukus,776.8,motorcycle,2025-12-16,21,tuesday,mist,-4.0,low,12.26,16,51,12,0,0,0
samarkand,nukus,776.8,car,2025-11-18,23,tuesday,mist,-4.0,low,9.76,18,47,11,0,0,1
samarkand,nukus,776.8,pickup,2025-11-09,4,sunday,mist,4.7,low,9.93,9,45,11,1,0,1
samarkand,nukus,776.8,pickup,2025-12-31,10,wednesday,mist,-4.0,low,10.42,31,1,12,0,1,0
samarkand,nukus,776.8,car,2025-12-16,3,tuesday,mist,-4.0,low,10.15,16,51,12,0,0,1
samarkand,nukus,776.8,pickup,2025-11-06,17,thursday,clouds,4.7,medium,14.09,6,45,11,0,1,0
samarkand,nukus,776.8,car,2025-11-10,0,monday,clouds,4.7,low,10.61,10,46,11,0,0,1
samarkand,nukus,776.8,truck,2025-12-03,18,wednesday,clouds,-4.0,medium,18.39,3,49,12,0,1,0
samarkand,nukus,776.8,car,2025-12-27,5,saturday,clouds,4.7,low,10.34,27,52,12,1,0,1
samarkand,nukus,776.8,car,2026-01-04,4,sunday,mist,4.7,low,9.44,4,1,1,1,0,1
samarkand,nukus,776.8,car,2025-11-07,15,friday,mist,-4.0,low,9.76,7,45,11,0,0,0
samarkand,nukus,776.8,pickup,2025-12-28,8,sunday,clouds,-4.0,medium,15.22,28,52,12,1,1,0
samarkand,nukus,776.8,car,2025-11-26,6,wednesday,mist,4.7,low,9.96,26,48,11,0,0,0
samarkand,nukus,776.8,van,2025-11-25,22,tuesday,clouds,-4.0,low,11.8,25,48,11,0,0,1
samarkand,nukus,776.8,truck,2025-11-19,17,wednesday,mist,-4.0,medium,16.09,19,47,11,0,1,0
samarkand,nukus,776.8,pickup,2025-11-17,18,monday,clouds,-4.0,medium,14.63,17,47,11,0,1,0
samarkand,nukus,776.8,motorcycle,2025-12-13,15,saturday,clouds,4.7,low,13.61,13,50,12,1,0,0
samarkand,nukus,776.8,motorcycle,2025-11-17,18,monday,mist,-4.0,medium,15.03,17,47,11,0,1,0
samarkand,nukus,776.8,car,2025-11-11,18,tuesday,clouds,4.7,medium,14.04,11,46,11,0,1,0
samarkand,nukus,776.8,motorcycle,2025-12-04,14,thursday,clouds,4.7,low,13.56,4,49,12,0,0,0
samarkand,nukus,776.8,truck,2025-12-29,20,monday,mist,4.7,low,13.32,29,1,12,0,0,0
samarkand,nukus,776.8,motorcycle,2025-11-30,20,sunday,clouds,-4.0,low,13.75,30,48,11,1,0,0
samarkand,nukus,776.8,truck,2025-11-15,2,saturday,clouds,-4.0,low,14.08,15,46,11,1,0,1
samarkand,nukus,776.8,truck,2025-11-14,22,friday,clouds,4.7,low,14.82,14,46,11,0,0,1
samarkand,nukus,776.8,pickup,2025-12-08,23,monday,mist,4.7,low,10.8,8,50,12,0,0,1
samarkand,nukus,776.8,van,2025-12-26,9,friday,mist,4.7,medium,14.35,26,52,12,0,1,0
samarkand,nukus,776.8,car,2025-11-21,0,friday,mist,4.7,low,10.01,21,47,11,0,0,1
samarkand,nukus,776.8,motorcycle,2025-12-23,6,tuesday,mist,4.7,low,11.77,23,52,12,0,0,0
samarkand,nukus,776.8,truck,2025-11-13,20,thursday,clouds,4.7,low,13.62,13,46,11,0,0,0
samarkand,nukus,776.8,pickup,2025-12-10,10,wednesday,clouds,-4.0,low,11.79,10,50,12,0,1,0
samarkand,nukus,776.8,pickup,2025-12-12,2,friday,clouds,-4.0,low,11.29,12,50,12,0,0,1
