order_id,origin_city,destination_city,distance_km,vehicle_type,order_date,order_hour,weekday,weather,temperature,traffic_level,delivery_time_hours
ORD-20260105133858-5452,Tashkent,Khiva,970.7,Pickup,2025-11-12,19,Wednesday,Clear,4.6,Low,12.79
ORD-20260105133858-2416,Tashkent,Khiva,970.7,Motorcycle,2026-01-03,9,Saturday,Mist,7.0,Medium,19.04
ORD-20260105133858-2969,Tashkent,Khiva,970.7,Truck,2025-12-04,0,Thursday,Clear,7.0,Low,16.47
ORD-20260105133858-1130,Tashkent,Khiva,970.7,Truck,2025-12-06,1,Saturday,Mist,4.6,Low,16.83
ORD-20260105133858-1482,Tashkent,Khiva,970.7,Car,2025-12-17,23,Wednesday,Clear,4.6,Low,11.92
ORD-20260105133858-6289,Tashkent,Khiva,970.7,Motorcycle,2025-12-21,12,Sunday,Mist,7.0,Low,15.17
ORD-20260105133858-3228,Tashkent,Khiva,970.7,Pickup,2025-12-10,18,Wednesday,Clear,7.0,Low,13.52
ORD-20260105133858-3669,Tashkent,Khiva,970.7,Pickup,2025-12-05,10,Friday,Clear,7.0,Low,12.4
ORD-20260105133858-7143,Tashkent,Khiva,970.7,Truck,2025-11-08,21,Saturday,Mist,7.0,Low,16.73
ORD-20260105133858-4190,Tashkent,Khiva,970.7,Truck,2025-12-08,19,Monday,Clear,7.0,Low,16.09
ORD-20260105133858-8555,Tashkent,Khiva,970.7,Motorcycle,2025-12-24,21,Wednesday,Mist,4.6,Low,15.19
ORD-20260105133858-1628,Tashkent,Khiva,970.7,Pickup,2025-11-18,18,Tuesday,Mist,4.6,Medium,17.52
ORD-20260105133858-3094,Tashkent,Khiva,970.7,Truck,2025-11-19,17,Wednesday,Clear,7.0,Low,16.43
ORD-20260105133858-6062,Tashkent,Khiva,970.7,Van,2025-12-28,8,Sunday,Clear,4.6,Low,13.77
ORD-20260105133858-5317,Tashkent,Khiva,970.7,Motorcycle,2025-12-28,21,Sunday,Clear,4.6,Low,15.65
ORD-20260105133858-6834,Tashkent,Khiva,970.7,Car,2025-11-06,22,Thursday,Clear,7.0,Low,12.12
ORD-20260105133858-9759,Tashkent,Khiva,970.7,Van,2026-01-02,13,Friday,Mist,4.6,Low,13.61
ORD-20260105133858-6971,Tashkent,Khiva,970.7,Car,2025-12-20,10,Saturday,Mist,4.6,Low,11.68
ORD-20260105133858-1111,Tashkent,Khiva,970.7,Car,2026-01-05,4,Monday,Clear,7.0,Low,12.34
ORD-20260105133858-7021,Tashkent,Khiva,970.7,Van,2025-11-28,0,Friday,Mist,4.6,Low,14.34
ORD-20260105133858-1728,Tashkent,Khiva,970.7,Van,2025-11-23,2,Sunday,Mist,4.6,Low,14.04
ORD-20260105133858-6100,Tashkent,Khiva,970.7,Truck,2025-12-20,15,Saturday,Mist,7.0,Low,16.76
ORD-20260105133858-6547,Tashkent,Khiva,970.7,Van,2025-12-31,0,Wednesday,Mist,4.6,Low,14.07
ORD-20260105133858-9487,Tashkent,Khiva,970.7,Motorcycle,2026-01-04,16,Sunday,Clear,4.6,Low,14.21
ORD-20260105133858-1131,Tashkent,Khiva,970.7,Car,2025-12-29,10,Monday,Clear,7.0,Low,12.69
ORD-20260105133858-7832,Tashkent,Khiva,970.7,Motorcycle,2025-12-05,10,Friday,Mist,7.0,Low,15.5
ORD-20260105133858-6473,Tashkent,Khiva,970.7,Motorcycle,2025-11-26,22,Wednesday,Mist,7.0,Low,15.38
ORD-20260105133858-6257,Tashkent,Khiva,970.7,Car,2025-11-26,21,Wednesday,Mist,4.6,Low,11.67
ORD-20260105133858-3838,Tashkent,Khiva,970.7,Motorcycle,2025-11-12,7,Wednesday,Mist,4.6,Medium,19.12
ORD-20260105133858-5176,Tashkent,Khiva,970.7,Car,2025-11-18,13,Tuesday,Mist,7.0,Low,11.53
ORD-20260105133858-1207,Tashkent,Khiva,970.7,Motorcycle,2025-11-15,10,Saturday,Mist,7.0,Low,14.97
ORD-20260105133858-1153,Tashkent,Khiva,970.7,Motorcycle,2025-11-15,14,Saturday,Clear,7.0,Low,15.67
ORD-20260105133858-2884,Tashkent,Khiva,970.7,Pickup,2025-11-06,11,Thursday,Mist,4.6,Low,12.63
ORD-20260105133858-6031,Tashkent,Khiva,970.7,Pickup,2025-12-21,10,Sunday,Clear,4.6,Low,12.5
ORD-20260105133858-2423,Tashkent,Khiva,970.7,Van,2026-01-02,0,Friday,Mist,7.0,Low,14.33
ORD-20260105133858-1791,Tashkent,Khiva,970.7,Pickup,2025-11-19,1,Wednesday,Clear,7.0,Low,12.36
ORD-20260105133858-6634,Tashkent,Khiva,970.7,Motorcycle,2025-11-20,23,Thursday,Mist,7.0,Low,15.02
ORD-20260105133858-2629,Tashkent,Khiva,970.7,Truck,2025-11-09,7,Sunday,Mist,4.6,Medium,21.07
ORD-20260105133858-4013,Tashkent,Khiva,970.7,Car,2025-11-24,1,Monday,Clear,7.0,Low,12.53
ORD-20260105133858-7373,Tashkent,Khiva,970.7,Pickup,2025-11-11,14,Tuesday,Mist,4.6,Low,12.65
ORD-20260105133858-1702,Tashkent,Khiva,970.7,Pickup,2025-12-01,17,Monday,Mist,7.0,Medium,16.34
ORD-20260105133858-5122,Tashkent,Khiva,970.7,Motorcycle,2025-12-31,11,Wednesday,Mist,4.6,Low,15.18
ORD-20260105133858-6897,Tashkent,Khiva,970.7,Motorcycle,2025-11-07,15,Friday,Mist,7.0,Low,14.6
ORD-20260105133858-8233,Tashkent,Khiva,970.7,Van,2025-11-20,16,Thursday,Mist,4.6,Low,14.52
ORD-20260105133858-4147,Tashkent,Khiva,970.7,Van,2025-12-13,7,Saturday,Mist,4.6,Medium,17.22
ORD-20260105133858-5404,Tashkent,Khiva,970.7,Truck,2025-11-11,15,Tuesday,Mist,4.6,Low,15.37
ORD-20260105133858-2361,Tashkent,Khiva,970.7,Van,2025-11-26,15,Wednesday,Mist,4.6,Low,14.41
ORD-20260105133858-6694,Tashkent,Khiva,970.7,Pickup,2025-12-23,18,Tuesday,Clear,4.6,Low,12.56
ORD-20260105133858-7886,Tashkent,Khiva,970.7,Car,2025-12-08,9,Monday,Mist,4.6,Medium,15.39
ORD-20260105133858-6139,Tashkent,Khiva,970.7,Van,2025-12-09,13,Tuesday,Mist,7.0,Low,14.38
ORD-20260105133858-1490,Tashkent,Khiva,970.7,Motorcycle,2025-12-21,20,Sunday,Clear,7.0,Low,15.59
ORD-20260105133858-7593,Tashkent,Khiva,970.7,Motorcycle,2025-12-04,8,Thursday,Mist,7.0,Medium,18.47
ORD-20260105133858-3510,Tashkent,Khiva,970.7,Van,2025-12-24,21,Wednesday,Mist,4.6,Low,13.85
ORD-20260105133858-7959,Tashkent,Khiva,970.7,Van,2025-11-18,17,Tuesday,Clear,4.6,Low,13.28
ORD-20260105133858-7283,Tashkent,Khiva,970.7,Motorcycle,2025-12-04,12,Thursday,Clear,4.6,Low,14.63
ORD-20260105133858-9568,Tashkent,Khiva,970.7,Car,2025-11-19,10,Wednesday,Clear,7.0,Low,11.57
ORD-20260105133858-5545,Tashkent,Khiva,970.7,Motorcycle,2025-11-10,22,Monday,Mist,7.0,Low,14.87
ORD-20260105133858-4685,Tashkent,Khiva,970.7,Pickup,2025-12-04,6,Thursday,Mist,4.6,Low,13.5
ORD-20260105133858-7612,Tashkent,Khiva,970.7,Motorcycle,2025-11-22,0,Saturday,Mist,4.6,Low,15.22
ORD-20260105133858-1380,Tashkent,Khiva,970.7,Truck,2025-11-06,4,Thursday,Mist,7.0,Low,16.63
ORD-20260105133858-5175,Tashkent,Khiva,970.7,Car,2025-12-16,19,Tuesday,Mist,4.6,Medium,16.51
ORD-20260105133858-5612,Tashkent,Khiva,970.7,Van,2025-12-31,13,Wednesday,Mist,7.0,Low,14.18
ORD-20260105133858-8918,Tashkent,Khiva,970.7,Motorcycle,2025-11-09,14,Sunday,Clear,4.6,Low,14.84
ORD-20260105133858-5747,Tashkent,Khiva,970.7,Motorcycle,2025-12-18,12,Thursday,Clear,7.0,Low,14.78
ORD-20260105133858-6778,Tashkent,Khiva,970.7,Car,2025-12-31,14,Wednesday,Mist,4.6,Low,12.61
ORD-20260105133858-1232,Tashkent,Khiva,970.7,Motorcycle,2025-12-31,4,Wednesday,Clear,4.6,Low,15.27
ORD-20260105133858-2569,Tashkent,Khiva,970.7,Pickup,2025-11-08,12,Saturday,Clear,7.0,Low,13.09
ORD-20260105133858-8383,Tashkent,Khiva,970.7,Motorcycle,2025-11-24,3,Monday,Clear,7.0,Low,14.47
ORD-20260105133858-4164,Tashkent,Khiva,970.7,Van,2025-12-30,21,Tuesday,Mist,7.0,Low,14.17
ORD-20260105133858-3809,Tashkent,Khiva,970.7,Truck,2025-11-27,18,Thursday,Mist,7.0,Medium,22.0
ORD-20260105133858-6113,Tashkent,Khiva,970.7,Truck,2025-12-21,6,Sunday,Mist,7.0,Low,16.27
ORD-20260105133858-3521,Tashkent,Khiva,970.7,Car,2025-11-29,13,Saturday,Clear,4.6,Low,11.88
ORD-20260105133858-4547,Tashkent,Khiva,970.7,Van,2025-12-07,12,Sunday,Clear,7.0,Low,13.24
ORD-20260105133858-4355,Tashkent,Khiva,970.7,Motorcycle,2025-11-24,23,Monday,Mist,7.0,Low,15.47
ORD-20260105133858-2136,Tashkent,Khiva,970.7,Truck,2025-11-28,19,Friday,Clear,7.0,Low,16.76
ORD-20260105133858-6873,Tashkent,Khiva,970.7,Truck,2025-11-18,0,Tuesday,Mist,4.6,Low,16.94
ORD-20260105133858-3102,Tashkent,Khiva,970.7,Van,2025-11-23,16,Sunday,Mist,4.6,Low,13.65
ORD-20260105133858-7708,Tashkent,Khiva,970.7,Pickup,2025-12-12,23,Friday,Clear,7.0,Low,13.55
ORD-20260105133858-8727,Tashkent,Khiva,970.7,Motorcycle,2025-12-18,6,Thursday,Clear,4.6,Low,15.43
ORD-20260105133858-1687,Tashkent,Khiva,970.7,Truck,2025-12-29,8,Monday,Mist,4.6,Medium,21.42
ORD-20260105133858-9550,Tashkent,Khiva,970.7,Van,2025-11-21,18,Friday,Clear,7.0,Low,14.49
ORD-20260105133858-5494,Tashkent,Khiva,970.7,Truck,2025-11-14,16,Friday,Clear,4.6,Low,16.25
ORD-20260105133858-5565,Tashkent,Khiva,970.7,Van,2025-12-12,9,Friday,Clear,4.6,Low,13.83
ORD-20260105133858-6803,Tashkent,Khiva,970.7,Pickup,2025-12-31,10,Wednesday,Clear,7.0,Low,13.36
ORD-20260105133858-7086,Tashkent,Khiva,970.7,Truck,2026-01-05,0,Monday,Mist,4.6,Low,16.21
ORD-20260105133858-6811,Tashkent,Khiva,970.7,Motorcycle,2025-11-25,4,Tuesday,Clear,7.0,Low,15.63
ORD-20260105133858-2257,Tashkent,Khiva,970.7,Motorcycle,2026-01-01,3,Thursday,Mist,4.6,Low,15.27
ORD-20260105133858-2442,Tashkent,Khiva,970.7,Van,2025-11-20,10,Thursday,Clear,4.6,Low,13.34
ORD-20260105133858-6114,Tashkent,Khiva,970.7,Van,2026-01-05,17,Monday,Mist,7.0,Medium,17.46
ORD-20260105133858-9281,Tashkent,Khiva,970.7,Truck,2025-11-27,1,Thursday,Mist,7.0,Low,15.38
ORD-20260105133858-6456,Tashkent,Khiva,970.7,Pickup,2025-12-13,4,Saturday,Clear,7.0,Low,13.38
ORD-20260105133858-4997,Tashkent,Khiva,970.7,Pickup,2025-11-07,13,Friday,Mist,4.6,Low,12.77
ORD-20260105133858-2324,Tashkent,Khiva,970.7,Truck,2025-11-24,15,Monday,Clear,4.6,Low,16.32
ORD-20260105133858-1608,Tashkent,Khiva,970.7,Motorcycle,2025-12-28,5,Sunday,Clear,4.6,Low,15.2
ORD-20260105133858-3308,Tashkent,Khiva,970.7,Truck,2025-11-22,17,Saturday,Clear,7.0,Low,16.27
ORD-20260105133858-7054,Tashkent,Khiva,970.7,Van,2025-12-11,19,Thursday,Clear,4.6,Low,14.02
ORD-20260105133858-2662,Tashkent,Khiva,970.7,Motorcycle,2025-12-16,18,Tuesday,Clear,4.6,Low,15.64
ORD-20260105133858-7194,Tashkent,Khiva,970.7,Pickup,2025-11-27,10,Thursday,Mist,4.6,Low,13.23
ORD-20260105133858-2793,Tashkent,Khiva,970.7,Pickup,2025-12-25,16,Thursday,Clear,7.0,Low,13.55
ORD-20260105133858-8139,Tashkent,Khiva,970.7,Car,2025-12-05,8,Friday,Clear,7.0,Low,11.59
ORD-20260105133858-7886,Tashkent,Khiva,970.7,Car,2025-12-25,15,Thursday,Clear,4.6,Low,11.59
ORD-20260105133858-3861,Tashkent,Khiva,970.7,Truck,2025-12-29,16,Monday,Mist,7.0,Low,16.44
ORD-20260105133858-4220,Tashkent,Khiva,970.7,Van,2025-11-15,10,Saturday,Mist,4.6,Low,14.37
ORD-20260105133858-8301,Tashkent,Khiva,970.7,Pickup,2025-11-17,8,Monday,Clear,4.6,Low,12.5
ORD-20260105133858-2572,Tashkent,Khiva,970.7,Car,2025-11-20,11,Thursday,Clear,4.6,Low,12.22
ORD-20260105133858-1616,Tashkent,Khiva,970.7,Truck,2026-01-02,9,Friday,Mist,4.6,Medium,21.88
ORD-20260105133858-8751,Tashkent,Khiva,970.7,Truck,2025-11-24,8,Monday,Mist,4.6,Medium,20.75
ORD-20260105133858-1428,Tashkent,Khiva,970.7,Motorcycle,2025-11-22,19,Saturday,Clear,7.0,Low,15.04
ORD-20260105133858-9376,Tashkent,Khiva,970.7,Pickup,2025-11-10,3,Monday,Clear,4.6,Low,13.29
ORD-20260105133858-3912,Tashkent,Khiva,970.7,Car,2025-11-22,15,Saturday,Mist,7.0,Low,12.27
ORD-20260105133858-4967,Tashkent,Khiva,970.7,Van,2025-12-10,7,Wednesday,Clear,4.6,Low,13.63
ORD-20260105133858-7023,Tashkent,Khiva,970.7,Truck,2025-12-12,15,Friday,Clear,7.0,Low,15.43
ORD-20260105133858-1269,Tashkent,Khiva,970.7,Pickup,2025-12-26,0,Friday,Clear,7.0,Low,13.31
ORD-20260105133858-2811,Tashkent,Khiva,970.7,Car,2025-12-13,5,Saturday,Mist,7.0,Low,12.61
ORD-20260105133858-9811,Tashkent,Khiva,970.7,Truck,2025-12-07,10,Sunday,Clear,4.6,Low,15.71
ORD-20260105133858-3044,Tashkent,Khiva,970.7,Van,2025-11-06,1,Thursday,Mist,7.0,Low,13.41
ORD-20260105133858-1286,Tashkent,Khiva,970.7,Pickup,2025-11-19,23,Wednesday,Clear,7.0,Low,13.45
ORD-20260105133858-1093,Tashkent,Khiva,970.7,Van,2025-11-15,23,Saturday,Clear,4.6,Low,13.19
ORD-20260105133858-5513,Tashkent,Khiva,970.7,Van,2025-12-30,7,Tuesday,Clear,4.6,Low,13.79
ORD-20260105133858-5634,Tashkent,Khiva,970.7,Car,2025-12-24,11,Wednesday,Mist,4.6,Low,11.83
ORD-20260105133858-7213,Tashkent,Khiva,970.7,Car,2026-01-01,15,Thursday,Clear,4.6,Low,12.7
ORD-20260105133858-2582,Tashkent,Khiva,970.7,Motorcycle,2025-12-30,5,Tuesday,Clear,7.0,Low,15.56
ORD-20260105133858-7993,Tashkent,Khiva,970.7,Pickup,2025-11-24,9,Monday,Mist,7.0,Medium,16.52
ORD-20260105133858-8144,Tashkent,Khiva,970.7,Car,2025-12-25,6,Thursday,Clear,7.0,Low,12.34
ORD-20260105133858-9521,Tashkent,Khiva,970.7,Van,2025-11-23,16,Sunday,Mist,7.0,Low,13.27
ORD-20260105133858-4768,Tashkent,Khiva,970.7,Truck,2025-11-25,18,Tuesday,Mist,7.0,Medium,21.8
ORD-20260105133858-4256,Tashkent,Khiva,970.7,Van,2025-12-11,19,Thursday,Clear,4.6,Low,13.64
ORD-20260105133858-7059,Tashkent,Khiva,970.7,Van,2025-12-13,11,Saturday,Mist,4.6,Low,13.82
ORD-20260105133858-4052,Tashkent,Khiva,970.7,Pickup,2025-11-14,11,Friday,Mist,7.0,Low,13.22
ORD-20260105133858-4492,Tashkent,Khiva,970.7,Car,2025-12-05,17,Friday,Mist,7.0,Medium,15.95
ORD-20260105133858-9243,Tashkent,Khiva,970.7,Truck,2025-12-04,21,Thursday,Mist,7.0,Low,16.4
ORD-20260105133858-2539,Tashkent,Khiva,970.7,Pickup,2025-12-23,21,Tuesday,Mist,7.0,Low,12.46
ORD-20260105133858-1220,Tashkent,Khiva,970.7,Car,2025-12-16,6,Tuesday,Clear,4.6,Low,12.6
ORD-20260105133858-2886,Tashkent,Khiva,970.7,Car,2025-12-13,8,Saturday,Mist,4.6,Medium,15.2
ORD-20260105133858-2980,Tashkent,Khiva,970.7,Motorcycle,2025-12-17,7,Wednesday,Mist,4.6,Medium,19.54
ORD-20260105133858-6153,Tashkent,Khiva,970.7,Truck,2025-12-18,6,Thursday,Clear,4.6,Low,15.46
ORD-20260105133858-7228,Tashkent,Khiva,970.7,Truck,2025-12-01,22,Monday,Clear,7.0,Low,16.4
ORD-20260105133858-3851,Tashkent,Khiva,970.7,Pickup,2025-11-22,13,Saturday,Clear,4.6,Low,12.78
ORD-20260105133858-6788,Tashkent,Khiva,970.7,Car,2025-11-19,19,Wednesday,Clear,7.0,Low,11.98
ORD-20260105133858-8055,Tashkent,Khiva,970.7,Pickup,2026-01-02,13,Friday,Mist,4.6,Low,12.91
ORD-20260105133858-6252,Tashkent,Khiva,970.7,Motorcycle,2025-12-24,5,Wednesday,Clear,7.0,Low,14.36
ORD-20260105133858-8736,Tashkent,Khiva,970.7,Pickup,2025-11-10,22,Monday,Clear,7.0,Low,13.18
ORD-20260105133858-2356,Tashkent,Khiva,970.7,Truck,2025-11-08,6,Saturday,Mist,4.6,Low,16.74
ORD-20260105133858-7365,Tashkent,Khiva,970.7,Truck,2025-11-23,4,Sunday,Mist,7.0,Low,16.24
ORD-20260105133858-5977,Tashkent,Khiva,970.7,Motorcycle,2025-12-16,11,Tuesday,Mist,4.6,Low,14.42
ORD-20260105133858-4466,Tashkent,Khiva,970.7,Car,2025-12-08,7,Monday,Clear,4.6,Low,12.02
ORD-20260105133858-7307,Tashkent,Khiva,970.7,Pickup,2025-11-21,1,Friday,Mist,4.6,Low,12.67
ORD-20260105133858-5112,Tashkent,Khiva,970.7,Van,2025-12-14,8,Sunday,Mist,4.6,Medium,18.87
ORD-20260105133858-7911,Tashkent,Khiva,970.7,Truck,2025-12-04,21,Thursday,Mist,7.0,Low,15.72
ORD-20260105133858-2799,Tashkent,Khiva,970.7,Pickup,2026-01-02,13,Friday,Clear,4.6,Low,12.83
ORD-20260105133858-7177,Tashkent,Khiva,970.7,Van,2025-11-21,9,Friday,Clear,7.0,Low,14.07
ORD-20260105133858-2828,Tashkent,Khiva,970.7,Pickup,2025-11-08,14,Saturday,Mist,7.0,Low,12.31
ORD-20260105133858-8256,Tashkent,Khiva,970.7,Truck,2025-11-18,12,Tuesday,Clear,4.6,Low,16.61
ORD-20260105133858-6473,Tashkent,Khiva,970.7,Van,2025-11-23,5,Sunday,Mist,4.6,Low,13.69
ORD-20260105133858-9842,Tashkent,Khiva,970.7,Truck,2025-11-19,0,Wednesday,Clear,4.6,Low,16.03
ORD-20260105133858-1862,Tashkent,Khiva,970.7,Van,2025-11-18,21,Tuesday,Clear,7.0,Low,14.04
ORD-20260105133858-4359,Tashkent,Khiva,970.7,Van,2025-12-30,14,Tuesday,Clear,4.6,Low,13.32
ORD-20260105133858-6941,Tashkent,Khiva,970.7,Truck,2025-12-04,13,Thursday,Clear,7.0,Low,15.96
ORD-20260105133858-3400,Tashkent,Khiva,970.7,Motorcycle,2025-11-16,14,Sunday,Mist,7.0,Low,15.15
ORD-20260105133858-7815,Tashkent,Khiva,970.7,Van,2025-12-02,14,Tuesday,Clear,4.6,Low,13.29
ORD-20260105133858-2848,Tashkent,Khiva,970.7,Truck,2025-11-24,12,Monday,Mist,7.0,Low,15.61
ORD-20260105133858-3738,Tashkent,Khiva,970.7,Pickup,2025-12-20,10,Saturday,Clear,7.0,Low,12.79
ORD-20260105133858-1045,Tashkent,Khiva,970.7,Car,2025-12-18,7,Thursday,Clear,7.0,Low,11.79
ORD-20260105133858-5836,Tashkent,Khiva,970.7,Truck,2025-11-14,21,Friday,Mist,7.0,Low,15.79
ORD-20260105133858-1433,Tashkent,Khiva,970.7,Motorcycle,2025-11-23,14,Sunday,Mist,7.0,Low,15.43
ORD-20260105133858-6751,Tashkent,Khiva,970.7,Car,2025-12-08,6,Monday,Mist,7.0,Low,12.04
ORD-20260105133858-6375,Tashkent,Khiva,970.7,Car,2025-12-15,0,Monday,Mist,7.0,Low,12.37
ORD-20260105133858-1065,Tashkent,Khiva,970.7,Pickup,2025-12-05,23,Friday,Mist,4.6,Low,13.5
ORD-20260105133858-3748,Tashkent,Khiva,970.7,Car,2025-11-07,11,Friday,Mist,7.0,Low,11.64
ORD-20260105133858-4092,Tashkent,Khiva,970.7,Motorcycle,2026-01-03,11,Saturday,Clear,7.0,Low,15.15
ORD-20260105133858-3295,Tashkent,Khiva,970.7,Car,2025-11-26,0,Wednesday,Mist,4.6,Low,11.92
ORD-20260105133858-2326,Tashkent,Khiva,970.7,Motorcycle,2025-12-03,1,Wednesday,Clear,4.6,Low,14.95
ORD-20260105133858-2996,Tashkent,Khiva,970.7,Motorcycle,2025-12-28,12,Sunday,Mist,4.6,Low,15.48
ORD-20260105133858-5510,Tashkent,Khiva,970.7,Truck,2025-12-09,20,Tuesday,Mist,7.0,Low,15.97
ORD-20260105133858-3783,Tashkent,Khiva,970.7,Truck,2025-12-12,1,Friday,Mist,7.0,Low,16.94
ORD-20260105133858-4227,Tashkent,Khiva,970.7,Van,2025-12-14,4,Sunday,Mist,7.0,Low,14.22
ORD-20260105133858-5171,Tashkent,Khiva,970.7,Motorcycle,2025-12-23,20,Tuesday,Mist,7.0,Low,14.45
ORD-20260105133858-4718,Tashkent,Khiva,970.7,Van,2025-12-08,10,Monday,Mist,7.0,Low,13.9
ORD-20260105133858-1029,Tashkent,Khiva,970.7,Truck,2026-01-05,16,Monday,Clear,4.6,Low,16.62
ORD-20260105133858-5969,Tashkent,Khiva,970.7,Car,2025-11-30,13,Sunday,Clear,4.6,Low,11.74
ORD-20260105133858-9793,Tashkent,Khiva,970.7,Truck,2025-12-12,4,Friday,Clear,4.6,Low,16.67
ORD-20260105133858-2106,Tashkent,Khiva,970.7,Motorcycle,2025-12-16,23,Tuesday,Mist,7.0,Low,15.32
ORD-20260105133858-4002,Tashkent,Khiva,970.7,Car,2025-11-18,23,Tuesday,Clear,4.6,Low,11.55
ORD-20260105133858-3616,Tashkent,Khiva,970.7,Van,2025-12-24,9,Wednesday,Mist,4.6,Medium,18.85
ORD-20260105133858-8804,Tashkent,Khiva,970.7,Pickup,2025-11-29,20,Saturday,Mist,4.6,Low,12.34
ORD-20260105133858-4127,Tashkent,Khiva,970.7,Car,2025-11-09,22,Sunday,Clear,7.0,Low,12.18
ORD-20260105133858-8080,Tashkent,Khiva,970.7,Truck,2025-12-10,11,Wednesday,Clear,4.6,Low,16.08
ORD-20260105133858-8752,Tashkent,Khiva,970.7,Van,2025-12-06,12,Saturday,Clear,4.6,Low,14.45
ORD-20260105133858-2226,Tashkent,Khiva,970.7,Pickup,2025-12-10,3,Wednesday,Clear,7.0,Low,12.48
ORD-20260105133858-7911,Tashkent,Khiva,970.7,Truck,2025-11-19,14,Wednesday,Clear,7.0,Low,16.83
ORD-20260105133858-1381,Tashkent,Khiva,970.7,Van,2025-12-24,4,Wednesday,Mist,7.0,Low,13.39
ORD-20260105133858-8105,Tashkent,Khiva,970.7,Motorcycle,2025-12-12,17,Friday,Mist,7.0,Medium,19.9
ORD-20260105133858-2457,Tashkent,Khiva,970.7,Pickup,2025-12-21,0,Sunday,Clear,7.0,Low,13.01
ORD-20260105133858-3254,Tashkent,Khiva,970.7,Motorcycle,2026-01-02,17,Friday,Mist,4.6,Medium,19.09
ORD-20260105133858-9739,Tashkent,Khiva,970.7,Van,2025-12-22,16,Monday,Clear,7.0,Low,13.84
ORD-20260105133858-5188,Tashkent,Khiva,970.7,Pickup,2026-01-03,22,Saturday,Clear,4.6,Low,12.36
ORD-20260105133858-8578,Tashkent,Khiva,970.7,Motorcycle,2025-12-22,19,Monday,Mist,4.6,Medium,19.66
ORD-20260105133858-5732,Tashkent,Khiva,970.7,Car,2025-12-25,2,Thursday,Mist,7.0,Low,11.83
ORD-20260105133858-6530,Tashkent,Khiva,970.7,Pickup,2025-11-23,2,Sunday,Clear,7.0,Low,13.15
ORD-20260105133858-1279,Tashkent,Khiva,970.7,Car,2025-11-15,13,Saturday,Mist,4.6,Low,12.35
ORD-20260105133858-9971,Tashkent,Khiva,970.7,Van,2025-12-16,14,Tuesday,Clear,7.0,Low,13.91
ORD-20260105133858-5119,Tashkent,Khiva,970.7,Motorcycle,2025-11-09,8,Sunday,Clear,4.6,Low,14.57
ORD-20260105133858-8755,Tashkent,Khiva,970.7,Car,2025-12-12,18,Friday,Clear,4.6,Low,11.6
ORD-20260105133858-2260,Tashkent,Khiva,970.7,Pickup,2025-11-25,14,Tuesday,Clear,4.6,Low,12.82
ORD-20260105133858-9214,Tashkent,Khiva,970.7,Truck,2025-12-06,8,Saturday,Mist,7.0,Medium,20.67
ORD-20260105133858-4456,Tashkent,Khiva,970.7,Van,2025-11-14,18,Friday,Mist,4.6,Medium,17.2
ORD-20260105133858-2008,Tashkent,Khiva,970.7,Truck,2025-12-31,15,Wednesday,Clear,4.6,Low,15.71
ORD-20260105133858-6069,Tashkent,Khiva,970.7,Van,2025-12-20,22,Saturday,Clear,7.0,Low,14.2
ORD-20260105133858-6133,Tashkent,Khiva,970.7,Pickup,2025-11-15,16,Saturday,Clear,4.6,Low,13.1
ORD-20260105133858-1095,Tashkent,Khiva,970.7,Van,2025-11-11,18,Tuesday,Mist,4.6,Medium,18.23
ORD-20260105133858-8982,Tashkent,Khiva,970.7,Car,2025-11-08,8,Saturday,Clear,4.6,Low,11.97
ORD-20260105133858-6487,Tashkent,Khiva,970.7,Pickup,2025-12-12,6,Friday,Clear,4.6,Low,13.53
ORD-20260105133858-8761,Tashkent,Khiva,970.7,Van,2026-01-01,20,Thursday,Clear,7.0,Low,13.45
ORD-20260105133858-7342,Tashkent,Khiva,970.7,Pickup,2025-12-03,2,Wednesday,Mist,7.0,Low,13.41
ORD-20260105133858-4553,Tashkent,Khiva,970.7,Van,2025-12-02,19,Tuesday,Clear,7.0,Low,14.01
ORD-20260105133858-6144,Tashkent,Khiva,970.7,Pickup,2025-11-30,18,Sunday,Mist,4.6,Medium,17.59
ORD-20260105133858-1566,Tashkent,Khiva,970.7,Car,2025-11-09,14,Sunday,Mist,7.0,Low,12.52
ORD-20260105133858-3180,Tashkent,Khiva,970.7,Pickup,2025-11-11,1,Tuesday,Mist,7.0,Low,12.35
ORD-20260105133858-2891,Tashkent,Khiva,970.7,Van,2025-11-17,18,Monday,Clear,7.0,Low,14.03
ORD-20260105133858-8236,Tashkent,Khiva,970.7,Van,2025-11-18,1,Tuesday,Mist,4.6,Low,13.9
ORD-20260105133858-1149,Tashkent,Khiva,970.7,Motorcycle,2025-12-22,9,Monday,Mist,7.0,Medium,18.99
ORD-20260105133858-3722,Tashkent,Khiva,970.7,Pickup,2025-12-15,17,Monday,Mist,7.0,Medium,17.42
ORD-20260105133858-2987,Tashkent,Khiva,970.7,Car,2025-12-31,13,Wednesday,Clear,7.0,Low,12.13
ORD-20260105133858-3102,Tashkent,Khiva,970.7,Motorcycle,2025-11-29,21,Saturday,Mist,7.0,Low,15.62
ORD-20260105133858-2466,Tashkent,Khiva,970.7,Car,2025-12-02,20,Tuesday,Clear,4.6,Low,12.59
ORD-20260105133858-2832,Tashkent,Khiva,970.7,Motorcycle,2026-01-02,2,Friday,Mist,7.0,Low,14.62
